"4610.0 Water Account, Australia, 2023-24",,,,,,,,,,,,,,,,
Released at 11:30 am (Canberra time) 11 December 2025,,,,,,,,,,,,,,,,
"Physical Water Supply and Use, by Water Type, Australia and state/territory (Megalitres), 2014-15 to 2023-24",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Geography Description,Geography Code,Industry,ANZSIC Division Code,Supply/Use,Product,Unit, 2014-15 , 2015-16 , 2016-17 , 2017-18 , 2018-19 , 2019-20 , 2020-21 , 2021-22 , 2022-23 , 2023-24 
Victoria,2,Other industries,E -S,Supply,Wastewater (a),ML,na,na,na,na,na,na,na,na,na,na
Victoria,2,Total industry,Total industry,Supply,Wastewater (a),ML,na,na,na,na,na,na,na,na,na,na
Victoria,2,Households (g),HH,Supply,Wastewater (a),ML,na,na,na,na,na,na,na,na,na,na
Victoria,2,Environment,Environment,Supply,Wastewater (a),ML,..,..,..,..,..,..,..,..,..,..
Victoria,2,Total,Total,Supply,Wastewater (a),ML,467298,469470,503480,492191,482345,531869,528403,540649,588307,550503
Victoria,2,"Agriculture, forestry and fishing (d) (e) ",A,Supply,Reuse,ML,-,-,-,-,-,-,-,-,-,-
Victoria,2,Mining,B,Supply,Reuse,ML,1221.6598,1229.1971,np,1016.7636,973.6025,994.0585,869.2331,783.7493,1177.2013,np
Victoria,2,Manufacturing,C,Supply,Reuse,ML,1097.9014,1079.0211,np,1079.7732,980.972,924.4689,943.7471,735.5133,538.446,np
Victoria,2,Electricity and gas supply,D,Supply,Reuse,ML,186.393,210.0884,164.3953,147.1238,147.1178,178.2716,260.9419,261.6176,na,na
Victoria,2,"Water supply, sewerage and drainage services",D,Supply,Reuse,ML,92834,96610,93484.3656,94851,95871,79924,80574,74617,69447,88521
Victoria,2,"Waste collection, treatment and disposal services",D,Supply,Reuse,ML,-,-,-,-,-,-,-,-,na,na
Victoria,2,"Total Electricity, gas, water and waste services (f)",D,Supply,Reuse,ML,93020.5098,96820.2167,93648.9123,94998.2918,96018.2724,80102.4145,80835.0838,74878.7529,69447,88521
Victoria,2,Other industries,E -S,Supply,Reuse,ML,na,na,na,na,na,na,na,na,na,na
Victoria,2,Total industry,Total industry,Supply,Reuse,ML,95340.0711,99128.4349,95675.4303,97094.8287,97972.8469,82020.9419,82648.064,76398.0155,71162.6473,89995.843
Victoria,2,Households (g),HH,Supply,Reuse,ML,..,..,..,..,..,..,..,..,..,..
Victoria,2,Environment,Environment,Supply,Reuse,ML,..,..,..,..,..,..,..,..,..,..
Victoria,2,Total,Total,Supply,Reuse,ML,95340.0711,99128.4349,95675.4303,97094.8287,97972.8469,82020.9419,82648.064,76398.0155,71162.6473,89995.843
Victoria,2,"Agriculture, forestry and fishing (d) (e) ",A,Supply,Return flows (b),ML,na,na,na,na,na,na,na,na,na,na
Victoria,2,Mining,B,Supply,Return flows (b),ML,np,np,np,8313.0066,7309.5454,7183.1816,6680.4206,4664.2338,8189.9428,6352.1844
Victoria,2,Manufacturing,C,Supply,Return flows (b),ML,np,np,np,33209.7624,28638.0492,26274.7357,29112.1147,12399.5454,10882.3954,17109.542
Victoria,2,Electricity and gas supply,D,Supply,Return flows (b),ML,4703908.996,4628756.1,4496751.696,4395852.753,4446654.816,4490202.684,4282919.432,3965893.789,3897822.754,2953408.904
Victoria,2,"Water supply, sewerage and drainage services",D,Supply,Return flows (b),ML,35672,34188,42785.7141,50222,44257,52001,54772,60662,76485,54978
Victoria,2,"Waste collection, treatment and disposal services",D,Supply,Return flows (b),ML,2.5825,2.8363,3.3481,3.7143,3.4168,3.1591,3.1373,2.991,na,na
Victoria,2,"Total Electricity, gas, water and waste services (f)",D,Supply,Return flows (b),ML,4739583.578,4662946.937,4539540.758,4446078.467,4490915.233,4542206.843,4337694.57,4026558.78,3974307.754,3008386.904
Victoria,2,Other industries,E -S,Supply,Return flows (b),ML,na,na,na,na,na,na,na,na,na,na
Victoria,2,Total industry,Total industry,Supply,Return flows (b),ML,4782547.645,4701896.167,4578443.832,4487601.236,4526862.828,4575664.76,4373487.105,4043622.559,3993380.092,3031848.63
Victoria,2,Households (g),HH,Supply,Return flows (b),ML,na,na,na,na,na,na,na,na,na,na
Victoria,2,Environment,Environment,Supply,Return flows (b),ML,..,..,..,..,..,..,..,..,..,..
Victoria,2,Total,Total,Supply,Return flows (b),ML,4782547.645,4701896.167,4578443.832,4487601.236,4526862.828,4575664.76,4373487.105,4043622.559,3993380.092,3031848.63
Victoria,2,"Agriculture, forestry and fishing (d) (e) ",A,Use,Surface water,ML,144463.9659,117816.065,101873.0842,115607.6,111037.9705,86661.4049,55041.5988,51079.3801,na,na
Victoria,2,Mining,B,Use,Surface water,ML,3875.1161,3023.5041,7078.1757,7044.216,6524.3562,6046.9316,6585.3727,np,3410.8742,np
Victoria,2,Manufacturing,C,Use,Surface water,ML,70944.9077,70248.6255,67508.155,68865.7681,68552.3863,65836.767,76288.002,np,28836.5866,np
Victoria,2,Electricity and gas supply,D,Use,Surface water,ML,4704065.338,4628833.87,4496746.086,np,np,np,np,np,3897804.822,2953390.899
Victoria,2,"Water supply, sewerage and drainage services",D,Use,Surface water,ML,3208379.446,3108289,2820139.571,3312502,3114453,2342403,2762512,2662943,2388571,2852323
Victoria,2,"Waste collection, treatment and disposal services",D,Use,Surface water,ML,np,np,np,np,np,np,np,np,na,na
Victoria,2,"Total Electricity, gas, water and waste services (f)",D,Use,Surface water,ML,np,np,np,7709006.351,7561731.605,6833229.341,7046058.537,7110108.03,6286375.822,5805713.899
Victoria,2,Other industries,E -S,Use,Surface water,ML,np,np,np,11358.7506,11660.3069,10646.6751,9340.9949,9462.0251,9678.2038,10296.5564
Victoria,2,Total industry,Total industry,Use,Surface water,ML,8141148.829,7938818.896,7503555.709,7911882.686,7759506.625,7002421.12,7193314.505,7206319.789,na,na
Victoria,2,Households (g),HH,Use,Surface water,ML,na,na,na,na,na,na,na,na,na,na
Victoria,2,Environment,Environment,Use,Surface water,ML,..,..,..,..,..,..,..,..,..,..
Victoria,2,Total,Total,Use,Surface water,ML,8141148.829,7938818.896,7503555.709,7911882.686,7759506.625,7002421.12,7193314.505,7206319.789,na,na
Victoria,2,"Agriculture, forestry and fishing (d) (e) ",A,Use,Groundwater,ML,264008.3399,275820.5419,227463.7175,260457.7495,292038.5795,259831.9172,254799.365,208148.8481,na,na
Victoria,2,Mining,B,Use,Groundwater,ML,22292.5917,19977.5939,14524.453,14892.8286,13127.1576,13127.5205,10836.095,np,18569.6568,np
Victoria,2,Manufacturing,C,Use,Groundwater,ML,34724.4278,26273.3749,29209.5347,35426.7051,33267.2629,27963.8963,25350.3989,np,4700.8111,np
Victoria,2,Electricity and gas supply,D,Use,Groundwater,ML,24876.6007,26017.1374,26803.8233,np,np,np,np,np,24510.4115,23567.3855
Victoria,2,"Water supply, sewerage and drainage services",D,Use,Groundwater,ML,133891,175469,175694.1968,180869,197347,150503,126299,133407,147679,143054
Victoria,2,"Waste collection, treatment and disposal services",D,Use,Groundwater,ML,-,-,-,np,np,np,np,np,na,na
Victoria,2,"Total Electricity, gas, water and waste services (f)",D,Use,Groundwater,ML,158767.6007,201486.1374,202498.1489,203454.6392,221810.1549,175115.5209,150786.3989,156206.2453,172189.4115,166621.3855
Victoria,2,Other industries,E -S,Use,Groundwater,ML,1444.4676,1626.601,1561.3291,1741.7466,1787.9872,1632.5572,1432.3447,1450.9034,1484.0522,1578.8702
Victoria,2,Total industry,Total industry,Use,Groundwater,ML,481237.4276,525184.2492,475257.1832,515973.6691,562031.1422,477671.4122,443204.6026,380884.4248,na,na
Victoria,2,Households (g),HH,Use,Groundwater,ML,na,na,na,na,na,na,na,na,na,na
Victoria,2,Environment,Environment,Use,Groundwater,ML,..,..,..,..,..,..,..,..,..,..
Victoria,2,Total,Total,Use,Groundwater,ML,481237.4276,525184.2492,475257.1832,515973.6691,562031.1422,477671.4122,443204.6026,380884.4248,na,na
Victoria,2,"Agriculture, forestry and fishing (d) (e) ",A,Use,Sea water for desalination,ML,-,-,-,-,-,-,-,-,-,-
Victoria,2,Mining,B,Use,Sea water for desalination,ML,-,-,-,-,-,-,-,-,-,-
Victoria,2,Manufacturing,C,Use,Sea water for desalination,ML,-,-,-,-,-,-,-,-,-,-
Victoria,2,Electricity and gas supply,D,Use,Sea water for desalination,ML,-,-,-,-,-,-,-,-,-,-
Victoria,2,"Water supply, sewerage and drainage services",D,Use,Sea water for desalination,ML,-,-,46209,15000,22374,119471,125381,125382,4180,-
Victoria,2,"Waste collection, treatment and disposal services",D,Use,Sea water for desalination,ML,-,-,-,-,-,-,-,-,na,na
Victoria,2,"Total Electricity, gas, water and waste services (f)",D,Use,Sea water for desalination,ML,-,-,46209,15000,22374,119471,125381,125382,4180,-
Victoria,2,Other industries,E -S,Use,Sea water for desalination,ML,-,-,-,-,-,-,-,-,-,-
Victoria,2,Total industry,Total industry,Use,Sea water for desalination,ML,-,-,46209,15000,22374,119471,125381,125382,4180,-
Victoria,2,Households (g),HH,Use,Sea water for desalination,ML,..,..,..,..,..,..,..,..,..,..
Victoria,2,Environment,Environment,Use,Sea water for desalination,ML,..,..,..,..,..,..,..,..,..,..
Victoria,2,Total,Total,Use,Sea water for desalination,ML,-,-,46209,15000,22374,119471,125381,125382,4180,-
Victoria,2,"Agriculture, forestry and fishing (d) (e) ",A,Use,Self-extracted,ML,408472.3057,393636.6069,329336.8016,376065.3495,403076.55,346493.3221,309840.9638,259228.2283,472680.7223,627438.0218
Victoria,2,Mining,B,Use,Self-extracted,ML,26167.7078,23001.0981,21602.6288,21937.0447,19651.5138,19174.4521,17421.4677,12603.3384,21980.5311,17002.1628
Victoria,2,Manufacturing,C,Use,Self-extracted,ML,105669.3355,96522.0004,96717.6897,104292.4732,101819.6492,93800.6633,101638.4008,38145.4427,33537.3977,52325.9465
Victoria,2,Electricity and gas supply,D,Use,Self-extracted,ML,4728941.939,4654851.007,4523549.91,np,np,np,np,4469952.696,3922315.234,2976958.284
Victoria,2,"Water supply, sewerage and drainage services",D,Use,Self-extracted,ML,3342270.446,3283758,3042042.768,3508371,3334174,2612377,3014192,2921732,2540430,2995377
Victoria,2,"Waste collection, treatment and disposal services",D,Use,Self-extracted,ML,np,np,np,np,np,np,np,11.5793,na,na
Victoria,2,"Total Electricity, gas, water and waste services (f)",D,Use,Self-extracted,ML,np,np,np,7927460.99,7805915.76,7127815.862,7322225.936,7391696.276,6462745.234,5972335.284
Victoria,2,Other industries,E -S,Use,Self-extracted,ML,np,np,np,13100.4973,13448.2941,12279.2323,10773.3396,10912.9285,11162.256,11875.4266
Victoria,2,Total industry,Total industry,Use,Self-extracted,ML,8622386.256,8464003.145,8025021.892,8442856.355,8343911.767,7599563.532,7761900.108,7712586.214,7002106.141,6680976.842
Victoria,2,Households (g),HH,Use,Self-extracted,ML,na,na,na,na,na,na,na,na,na,na
Victoria,2,Environment,Environment,Use,Self-extracted,ML,..,..,..,..,..,..,..,..,..,..
Victoria,2,Total,Total,Use,Self-extracted,ML,8622386.256,8464003.145,8025021.892,8442856.355,8343911.767,7599563.532,7761900.108,7712586.214,7002106.141,6680976.842
Victoria,2,"Agriculture, forestry and fishing (d) (e) ",A,Use,Distributed,ML,2244666.871,2175479.918,2134705.676,np,2220109.926,1625829.113,1992344.412,1888189.197,1571608.773,2015950.927
Victoria,2,Mining,B,Use,Distributed,ML,np,869,414.1494,np,884,1008,925,15142,23866,23574
Victoria,2,Manufacturing,C,Use,Distributed,ML,80868,76994,75520.4753,73549.4109,74994,72144,66828,73806,68696.25,67506.5169
Victoria,2,Electricity and gas supply,D,Use,Distributed,ML,42186,40394,39358,30583,24545,54674,126324,70481,63454,65502
Victoria,2,"Water supply, sewerage and drainage services",D,Use,Distributed,ML,516170,496216,311023.7184,471746,490907,349446,324962,371582,321407,303527
Victoria,2,"Waste collection, treatment and disposal services",D,Use,Distributed,ML,275.6706,294.7588,307.2271,290.2134,320.7662,316.791,289.1763,278.0436,na,na
Victoria,2,"Total Electricity, gas, water and waste services (f)",D,Use,Distributed,ML,558631.6706,536904.7588,350688.9456,502619.2134,515772.7662,404436.791,451575.1763,442341.0436,384861,369029
Victoria,2,Other industries,E -S,Use,Distributed,ML,np,100055.9456,95615.9978,106186.1103,108928.0824,100020.2481,89090.0749,90497.3583,87788.2206,93394.7729
Victoria,2,Total industry,Total industry,Use,Distributed,ML,2973267.816,2890303.622,2656945.244,3113740.093,2920688.775,2203438.152,2600762.663,2509975.599,2136820.243,2569455.217
Victoria,2,Households (g),HH,Use,Distributed,ML,372602.8281,397502.4886,388378.5068,397609.8418,416433.536,412429.6053,418393.2366,416729.3571,403732.5997,426016.9785
Victoria,2,Environment,Environment,Use,Distributed,ML,..,..,..,..,..,..,..,..,..,..
Victoria,2,Total,Total,Use,Distributed,ML,3345870.645,3287806.111,3045323.751,3511349.935,3337122.311,2615867.758,3019155.9,2926704.956,2540552.843,2995472.196
Victoria,2,"Agriculture, forestry and fishing (d) (e) ",A,Use,Wastewater (c),ML,na,na,na,na,na,na,na,na,na,na
Victoria,2,Mining,B,Use,Wastewater (c),ML,na,na,na,na,na,na,na,na,na,na
Victoria,2,Manufacturing,C,Use,Wastewater (c),ML,na,na,na,na,na,na,na,na,na,na
Victoria,2,Electricity and gas supply,D,Use,Wastewater (c),ML,na,na,na,na,na,na,na,na,na,na
Victoria,2,"Water supply, sewerage and drainage services",D,Use,Wastewater (c),ML,467298,469470,503480,492191,482345,531869,528403,540649,588307,550503
Victoria,2,"Waste collection, treatment and disposal services",D,Use,Wastewater (c),ML,na,na,na,na,na,na,na,na,na,na
Victoria,2,"Total Electricity, gas, water and waste services (f)",D,Use,Wastewater (c),ML,467298,469470,503480,492191,482345,531869,528403,540649,588307,550503
Victoria,2,Other industries,E -S,Use,Wastewater (c),ML,na,na,na,na,na,na,na,na,na,na
Victoria,2,Total industry,Total industry,Use,Wastewater (c),ML,467298,469470,503480,492191,482345,531869,528403,540649,588307,550503
Victoria,2,Households (g),HH,Use,Wastewater (c),ML,na,na,na,na,na,na,na,na,na,na
Victoria,2,Environment,Environment,Use,Wastewater (c),ML,..,..,..,..,..,..,..,..,..,..
Victoria,2,Total,Total,Use,Wastewater (c),ML,467298,469470,503480,492191,482345,531869,528403,540649,588307,550503
Victoria,2,"Agriculture, forestry and fishing (d) (e) ",A,Use,Reuse,ML,38864,47268,28605,28999,29527,23413,24148,21922.5247,18030.7489,22854
Victoria,2,Mining,B,Use,Reuse,ML,792,792,475,621,924,560,np,np,np,np
Victoria,2,Manufacturing,C,Use,Reuse,ML,2595,4512,4546,4251,4180,4049,np,np,3688,3968
Victoria,2,Electricity and gas supply,D,Use,Reuse,ML,-,-,-,np,-,-,-,-,3,4
Victoria,2,"Water supply, sewerage and drainage services",D,Use,Reuse,ML,np,np,50353.2932,52657,51201,42562,43113,np,37697,49521
Victoria,2,"Waste collection, treatment and disposal services",D,Use,Reuse,ML,-,-,np,np,1.5526,1.7531,1.1678,np,na,na
Victoria,2,"Total Electricity, gas, water and waste services (f)",D,Use,Reuse,ML,np,np,np,52658,51202.5526,42563.7531,43114.1678,39565.1477,37700,49525
Victoria,2,Other industries,E -S,Use,Reuse,ML,np,np,np,9024.8287,9941.2943,9079.1888,8551.8962,7790.3431,np,np
Victoria,2,Total industry,Total industry,Use,Reuse,ML,93596.0711,97089.4349,94463.3579,95553.8287,95774.8469,79664.9419,80249.064,73412.0155,68396.6473,86501.843
Victoria,2,Households (g),HH,Use,Reuse,ML,1744,2039,1212.0724,1541,2198,2356,2399,2986,2766,3494
Victoria,2,Environment,Environment,Use,Reuse,ML,..,..,..,..,..,..,..,..,..,..
Victoria,2,Total,Total,Use,Reuse,ML,95340.0711,99128.4349,95675.4303,97094.8287,97972.8469,82020.9419,82648.064,76398.0155,71162.6473,89995.843
Victoria,2,"Agriculture, forestry and fishing (d) (e) ",A,Use,Return flows (b),ML,..,..,..,..,..,..,..,..,..,..
Victoria,2,Mining,B,Use,Return flows (b),ML,..,..,..,..,..,..,..,..,..,..
Victoria,2,Manufacturing,C,Use,Return flows (b),ML,..,..,..,..,..,..,..,..,..,..
Victoria,2,Electricity and gas supply,D,Use,Return flows (b),ML,..,..,..,..,..,..,..,..,..,..
Victoria,2,"Water supply, sewerage and drainage services",D,Use,Return flows (b),ML,..,..,..,..,..,..,..,..,..,..
Victoria,2,"Waste collection, treatment and disposal services",D,Use,Return flows (b),ML,..,..,..,..,..,..,..,..,na,na
Victoria,2,"Total Electricity, gas, water and waste services (f)",D,Use,Return flows (b),ML,..,..,..,..,..,..,..,..,..,..
Victoria,2,Other industries,E -S,Use,Return flows (b),ML,..,..,..,..,..,..,..,..,..,..
Victoria,2,Total industry,Total industry,Use,Return flows (b),ML,..,..,..,..,..,..,..,..,..,..
Victoria,2,Households (g),HH,Use,Return flows (b),ML,..,..,..,..,..,..,..,..,..,..
Victoria,2,Environment,Environment,Use,Return flows (b),ML,4782547.645,4701896.167,4578443.832,4487601.236,4526862.828,4575664.76,4373487.105,4043622.559,3993380.092,3031848.63
Victoria,2,Total,Total,Use,Return flows (b),ML,4782547.645,4701896.167,4578443.832,4487601.236,4526862.828,4575664.76,4373487.105,4043622.559,3993380.092,3031848.63
Queensland,3,"Agriculture, forestry and fishing (d) (e) ",A,Supply,Self-extracted,ML,..,..,..,..,..,..,..,..,..,..
Queensland,3,Mining,B,Supply,Self-extracted,ML,..,..,..,..,..,..,..,..,..,..
Queensland,3,Manufacturing,C,Supply,Self-extracted,ML,..,..,..,..,..,..,..,..,..,..
Queensland,3,Electricity and gas supply,D,Supply,Self-extracted,ML,..,..,..,..,..,..,..,..,..,..
Queensland,3,"Water supply, sewerage and drainage services",D,Supply,Self-extracted,ML,..,..,..,..,..,..,..,..,..,..
Queensland,3,"Waste collection, treatment and disposal services",D,Supply,Self-extracted,ML,..,..,..,..,..,..,..,..,..,..
Queensland,3,"Total Electricity, gas, water and waste services (f)",D,Supply,Self-extracted,ML,..,..,..,..,..,..,..,..,..,..
Queensland,3,Other industries,E -S,Supply,Self-extracted,ML,..,..,..,..,..,..,..,..,..,..
Queensland,3,Total industry,Total industry,Supply,Self-extracted,ML,..,..,..,..,..,..,..,..,..,..
Queensland,3,Households (g),HH,Supply,Self-extracted,ML,..,..,..,..,..,..,..,..,..,..
Queensland,3,Environment,Environment,Supply,Self-extracted,ML,4747322.705,4581801.08,4363945.81,4482525.907,3814745.171,3980205.281,4183577.73,4446593.887,4535604.912,4634955.38
Queensland,3,Total,Total,Supply,Self-extracted,ML,4747322.705,4581801.08,4363945.81,4482525.907,3814745.171,3980205.281,4183577.73,4446593.887,4535604.912,4634955.38
Queensland,3,"Agriculture, forestry and fishing (d) (e) ",A,Supply,Distributed,ML,-,-,-,-,-,-,-,-,-,-
Queensland,3,Mining,B,Supply,Distributed,ML,np,np,np,5533.5512,5629.5732,6067.6202,6085.5188,6601.2167,np,np
Queensland,3,Manufacturing,C,Supply,Distributed,ML,np,np,np,358.5337,346.8829,336.0452,332.2036,292.8372,np,np
Queensland,3,Electricity and gas supply,D,Supply,Distributed,ML,2355.9436,2961.5866,2980.2769,3880.5824,4220.9627,2864.6933,2147.4938,3560.5571,na,na
Queensland,3,"Water supply, sewerage and drainage services",D,Supply,Distributed,ML,2513774,2339670,2199580.365,2172977.549,1870587,2150971,2270157.95,2510428.9,1759961,2140269
Queensland,3,"Waste collection, treatment and disposal services",D,Supply,Distributed,ML,-,-,-,-,-,-,-,-,na,na
Queensland,3,"Total Electricity, gas, water and waste services (f)",D,Supply,Distributed,ML,2516129.944,2342631.587,2202560.641,2176858.131,1874807.963,2153835.693,2272305.444,2513989.457,1759961,2140269
Queensland,3,Other industries,E -S,Supply,Distributed,ML,na,na,na,na,na,na,na,na,na,na
Queensland,3,Total industry,Total industry,Supply,Distributed,ML,2521396.161,2348299.914,2208190.807,2182750.216,1880784.419,2160239.359,2278723.166,2520883.511,1766103.213,2146220.271
Queensland,3,Households (g),HH,Supply,Distributed,ML,..,..,..,..,..,..,..,..,..,..
Queensland,3,Environment,Environment,Supply,Distributed,ML,..,..,..,..,..,..,..,..,..,..
Queensland,3,Total,Total,Supply,Distributed,ML,2521396.161,2348299.914,2208190.807,2182750.216,1880784.419,2160239.359,2278723.166,2520883.511,1766103.213,2146220.271
Queensland,3,"Agriculture, forestry and fishing (d) (e) ",A,Supply,Wastewater (a),ML,na,na,na,na,na,na,na,na,na,na
Queensland,3,Mining,B,Supply,Wastewater (a),ML,na,na,na,na,na,na,na,na,na,na
Queensland,3,Manufacturing,C,Supply,Wastewater (a),ML,na,na,na,na,na,na,na,na,na,na
Queensland,3,Electricity and gas supply,D,Supply,Wastewater (a),ML,na,na,na,na,na,na,na,na,na,na
Queensland,3,"Water supply, sewerage and drainage services",D,Supply,Wastewater (a),ML,na,na,na,na,na,na,na,na,na,na
Queensland,3,"Waste collection, treatment and disposal services",D,Supply,Wastewater (a),ML,na,na,na,na,na,na,na,na,na,na
Queensland,3,"Total Electricity, gas, water and waste services (f)",D,Supply,Wastewater (a),ML,na,na,na,na,na,na,na,na,na,na
Queensland,3,Other industries,E -S,Supply,Wastewater (a),ML,na,na,na,na,na,na,na,na,na,na
Queensland,3,Total industry,Total industry,Supply,Wastewater (a),ML,na,na,na,na,na,na,na,na,na,na
Queensland,3,Households (g),HH,Supply,Wastewater (a),ML,na,na,na,na,na,na,na,na,na,na
Queensland,3,Environment,Environment,Supply,Wastewater (a),ML,..,..,..,..,..,..,..,..,..,..
Queensland,3,Total,Total,Supply,Wastewater (a),ML,378385,358142,364350,384520,371191,379187,403483,479966,406149,435978
Queensland,3,"Agriculture, forestry and fishing (d) (e) ",A,Supply,Reuse,ML,-,-,-,-,-,-,-,-,-,-
Queensland,3,Mining,B,Supply,Reuse,ML,np,np,np,6873.7629,6626.4666,6924.3206,6653.3918,np,np,np
Queensland,3,Manufacturing,C,Supply,Reuse,ML,1186.0731,np,1195.203,1273.1658,1381.4345,1383.9396,1392.8239,np,np,np
Queensland,3,Electricity and gas supply,D,Supply,Reuse,ML,np,165.31,np,216.6066,np,159.9016,119.869,198.7434,na,na
Queensland,3,"Water supply, sewerage and drainage services",D,Supply,Reuse,ML,57638,57479,53044.6556,45867,49012,47292,47461,45072,45679,44160
Queensland,3,"Waste collection, treatment and disposal services",D,Supply,Reuse,ML,-,-,-,-,np,-,-,-,na,na
Queensland,3,"Total Electricity, gas, water and waste services (f)",D,Supply,Reuse,ML,np,57644.6152,np,46083.9819,49247.978,47452.2316,47581.2317,45271.1363,45679,44160
Queensland,3,Other industries,E -S,Supply,Reuse,ML,na,na,na,na,na,na,na,na,na,na
Queensland,3,Total industry,Total industry,Supply,Reuse,ML,64925.4708,65176.6851,60658.4566,54230.9106,57255.8791,55760.4917,55627.4474,53813.9701,53784.715,51693.6306
Queensland,3,Households (g),HH,Supply,Reuse,ML,..,..,..,..,..,..,..,..,..,..
Queensland,3,Environment,Environment,Supply,Reuse,ML,..,..,..,..,..,..,..,..,..,..
Queensland,3,Total,Total,Supply,Reuse,ML,64925.4708,65176.6851,60658.4566,54230.9106,57255.8791,55760.4917,55627.4474,53813.9701,53784.715,51693.6306
Queensland,3,"Agriculture, forestry and fishing (d) (e) ",A,Supply,Return flows (b),ML,na,na,na,na,na,na,na,na,na,na
Queensland,3,Mining,B,Supply,Return flows (b),ML,np,np,np,82690.5057,69918.0919,70021.6687,74396.0662,95485.2143,103671.7333,88919.5565
Queensland,3,Manufacturing,C,Supply,Return flows (b),ML,np,np,np,30292.9364,35867.9472,43998.4245,49028.7373,42196.9136,30548.4206,29640.4883
Queensland,3,Electricity and gas supply,D,Supply,Return flows (b),ML,713259.4667,691693.3735,594633.052,663299.4317,668555.8075,682618.8338,631274.1745,622022.5282,709726.9189,737188.4724
Queensland,3,"Water supply, sewerage and drainage services",D,Supply,Return flows (b),ML,100321,109435,81977.5394,85539.1898,48274,39530,47528,55725,54776,51789.8595
Queensland,3,"Waste collection, treatment and disposal services",D,Supply,Return flows (b),ML,6.234,6.7474,7.6314,8.2975,8.2244,7.2944,8.0201,8.6866,na,na
Queensland,3,"Total Electricity, gas, water and waste services (f)",D,Supply,Return flows (b),ML,813586.7007,801135.1209,676618.2228,748846.919,716838.0319,722156.1282,678810.1946,677756.2148,764502.9189,788978.3319
Queensland,3,Other industries,E -S,Supply,Return flows (b),ML,na,na,na,na,na,na,na,na,na,na
Queensland,3,Total industry,Total industry,Supply,Return flows (b),ML,931336.1378,921114.4204,787896.1193,861830.3611,822624.071,836176.2214,802234.9981,815438.3427,898723.0729,907538.3767
Queensland,3,Households (g),HH,Supply,Return flows (b),ML,na,na,na,na,na,na,na,na,na,na
Queensland,3,Environment,Environment,Supply,Return flows (b),ML,..,..,..,..,..,..,..,..,..,..
Queensland,3,Total,Total,Supply,Return flows (b),ML,931336.1378,921114.4204,787896.1193,861830.3611,822624.071,836176.2214,802234.9981,815438.3427,898723.0729,907538.3767
Queensland,3,"Agriculture, forestry and fishing (d) (e) ",A,Use,Surface water,ML,608542.115,508862.1582,670915.2217,661036.4157,403303.0744,297791.5731,412786.3921,442447.6403,na,na
Queensland,3,Mining,B,Use,Surface water,ML,118299.6757,115174.1395,114226.9397,104792.955,88152.2655,85749.9744,98682.2863,145731.3584,164072.9269,118144.5722
Queensland,3,Manufacturing,C,Use,Surface water,ML,69815.6095,69864.5794,70261.587,73844.593,72121.0334,69750.3203,82516.2436,92087.7214,56373.33,54862.1427
Queensland,3,Electricity and gas supply,D,Use,Surface water,ML,713278.7272,691702.3672,594633.009,np,np,np,np,np,709723.9287,737185.1276
Queensland,3,"Water supply, sewerage and drainage services",D,Use,Surface water,ML,2424483,2240873,2109669.877,2071448.081,1757575,2029346,2150526.95,2410501.9,1675883,2037784
Queensland,3,"Waste collection, treatment and disposal services",D,Use,Surface water,ML,-,-,62.2057,np,np,np,np,np,na,na
Queensland,3,"Total Electricity, gas, water and waste services (f)",D,Use,Surface water,ML,3137761.728,2932575.368,2704365.092,2735005.327,2426376.273,np,2782032.474,3152393.542,2385606.929,2774969.128
Queensland,3,Other industries,E -S,Use,Surface water,ML,8235.6245,8095.5475,8818.7756,9230.3115,9254.7018,np,8103.7294,8260.4226,8682.0922,9333.7663
Queensland,3,Total industry,Total industry,Use,Surface water,ML,3942654.753,3634571.792,3568587.616,3583909.602,2999207.348,3174133.784,3384121.126,3840920.685,na,na
Queensland,3,Households (g),HH,Use,Surface water,ML,na,na,na,na,na,na,na,na,na,na
Queensland,3,Environment,Environment,Use,Surface water,ML,..,..,..,..,..,..,..,..,..,..
Queensland,3,Total,Total,Use,Surface water,ML,3942654.753,3634571.792,3568587.616,3583909.602,2999207.348,3174133.784,3384121.126,3840920.685,na,na
Queensland,3,"Agriculture, forestry and fishing (d) (e) ",A,Use,Groundwater,ML,570369.5049,698013.0209,573252.1853,656611.1289,567392.8208,542695.3565,546344.0842,344279.4823,na,na
Queensland,3,Mining,B,Use,Groundwater,ML,105213.1641,114319.4865,103670.8596,109607.7286,104390.1066,105647.1487,98156.0383,130741.647,146406.6796,134976.3213
Queensland,3,Manufacturing,C,Use,Groundwater,ML,30276.9387,26614.3411,19201.209,21336.569,20989.9873,26707.4187,26491.4905,21798.1641,20132.4009,19919.2342
Queensland,3,Electricity and gas supply,D,Use,Groundwater,ML,3253.2217,3353.0713,2673.37,np,np,np,np,np,2890.6657,3070.1765
Queensland,3,"Water supply, sewerage and drainage services",D,Use,Groundwater,ML,87859,96744,87740.4876,98243.4671,106033,107214,99571,86524,76083,92045
Queensland,3,"Waste collection, treatment and disposal services",D,Use,Groundwater,ML,-,np,np,np,np,np,np,np,na,na
