"4610.0 Water Account, Australia, 2023-24",,,,,,,,,,,,,,,,
Released at 11:30 am (Canberra time) 11 December 2025,,,,,,,,,,,,,,,,
"Physical Water Supply and Use, by Water Type, Australia and state/territory (Megalitres), 2014-15 to 2023-24",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Geography Description,Geography Code,Industry,ANZSIC Division Code,Supply/Use,Product,Unit, 2014-15 , 2015-16 , 2016-17 , 2017-18 , 2018-19 , 2019-20 , 2020-21 , 2021-22 , 2022-23 , 2023-24 
Tasmania,6,"Water supply, sewerage and drainage services",D,Use,Distributed,ML,23877,24127,23716,25411,26769,31675,33058,36202,36727,40306
Tasmania,6,"Waste collection, treatment and disposal services",D,Use,Distributed,ML,np,np,np,7.5464,8.3493,8.4683,8.0209,7.9799,na,na
Tasmania,6,"Total Electricity, gas, water and waste services (f)",D,Use,Distributed,ML,np,np,np,25418.5464,26777.3493,31683.4683,33066.0209,36209.9799,36794,40461
Tasmania,6,Other industries,E -S,Use,Distributed,ML,np,np,np,13803.7008,13432.4953,np,np,11034.7484,11222.6766,12467.3746
Tasmania,6,Total industry,Total industry,Use,Distributed,ML,94592.7633,141343.788,127981.7992,148659.4635,159432.9149,197240.4249,190337.014,202257.7284,145076.6766,205366.3746
Tasmania,6,Households (g),HH,Use,Distributed,ML,30981.5383,31897.0321,32677.3095,35481.2417,37250.036,36429.6557,34223.6595,34546.3976,34027.0411,36848.4962
Tasmania,6,Environment,Environment,Use,Distributed,ML,..,..,..,..,..,..,..,..,..,..
Tasmania,6,Total,Total,Use,Distributed,ML,125574.3016,173240.8202,160659.1087,184140.7053,196682.9509,233670.0806,224560.6735,236804.126,179103.7177,242214.8708
Tasmania,6,"Agriculture, forestry and fishing (d) (e) ",A,Use,Wastewater (c),ML,na,na,na,na,na,na,na,na,na,na
Tasmania,6,Mining,B,Use,Wastewater (c),ML,na,na,na,na,na,na,na,na,na,na
Tasmania,6,Manufacturing,C,Use,Wastewater (c),ML,na,na,na,na,na,na,na,na,na,na
Tasmania,6,Electricity and gas supply,D,Use,Wastewater (c),ML,na,na,na,na,na,na,na,na,na,na
Tasmania,6,"Water supply, sewerage and drainage services",D,Use,Wastewater (c),ML,51009,50695,56212,51382,51173,52493,53979,57548,58870,49459
Tasmania,6,"Waste collection, treatment and disposal services",D,Use,Wastewater (c),ML,na,na,na,na,na,na,na,na,na,na
Tasmania,6,"Total Electricity, gas, water and waste services (f)",D,Use,Wastewater (c),ML,51009,50695,56212,51382,51173,52493,53979,57548,58870,49459
Tasmania,6,Other industries,E -S,Use,Wastewater (c),ML,na,na,na,na,na,na,na,na,na,na
Tasmania,6,Total industry,Total industry,Use,Wastewater (c),ML,51009,50695,56212,51382,51173,52493,53979,57548,58870,49459
Tasmania,6,Households (g),HH,Use,Wastewater (c),ML,na,na,na,na,na,na,na,na,na,na
Tasmania,6,Environment,Environment,Use,Wastewater (c),ML,..,..,..,..,..,..,..,..,..,..
Tasmania,6,Total,Total,Use,Wastewater (c),ML,51009,50695,56212,51382,51173,52493,53979,57548,58870,49459
Tasmania,6,"Agriculture, forestry and fishing (d) (e) ",A,Use,Reuse,ML,4185,4500,4100,4855,3116,3954,4083,3817,3021,3972
Tasmania,6,Mining,B,Use,Reuse,ML,-,-,-,-,-,-,-,-,-,-
Tasmania,6,Manufacturing,C,Use,Reuse,ML,np,-,-,-,-,-,-,-,-,-
Tasmania,6,Electricity and gas supply,D,Use,Reuse,ML,-,-,-,-,-,-,-,-,-,-
Tasmania,6,"Water supply, sewerage and drainage services",D,Use,Reuse,ML,np,np,np,104,-,-,-,-,-,78
Tasmania,6,"Waste collection, treatment and disposal services",D,Use,Reuse,ML,-,-,-,-,-,-,-,-,na,na
Tasmania,6,"Total Electricity, gas, water and waste services (f)",D,Use,Reuse,ML,np,np,np,104,-,-,-,-,-,78
Tasmania,6,Other industries,E -S,Use,Reuse,ML,np,np,np,1384.1976,3132.6998,2688.0343,1821.1745,1245.3337,1634.1032,2282.2859
Tasmania,6,Total industry,Total industry,Use,Reuse,ML,5612.1011,6137.3404,5477.7186,6343.1976,6248.6998,6642.0343,5904.1745,5062.3337,4655.1032,6332.2859
Tasmania,6,Households (g),HH,Use,Reuse,ML,-,-,-,-,-,-,-,-,-,-
Tasmania,6,Environment,Environment,Use,Reuse,ML,..,..,..,..,..,..,..,..,..,..
Tasmania,6,Total,Total,Use,Reuse,ML,5612.1011,6137.3404,5477.7186,6343.1976,6248.6998,6642.0343,5904.1745,5062.3337,4655.1032,6332.2859
Tasmania,6,"Agriculture, forestry and fishing (d) (e) ",A,Use,Return flows (b),ML,..,..,..,..,..,..,..,..,..,..
Tasmania,6,Mining,B,Use,Return flows (b),ML,..,..,..,..,..,..,..,..,..,..
Tasmania,6,Manufacturing,C,Use,Return flows (b),ML,..,..,..,..,..,..,..,..,..,..
Tasmania,6,Electricity and gas supply,D,Use,Return flows (b),ML,..,..,..,..,..,..,..,..,..,..
Tasmania,6,"Water supply, sewerage and drainage services",D,Use,Return flows (b),ML,..,..,..,..,..,..,..,..,..,..
Tasmania,6,"Waste collection, treatment and disposal services",D,Use,Return flows (b),ML,..,..,..,..,..,..,..,..,na,na
Tasmania,6,"Total Electricity, gas, water and waste services (f)",D,Use,Return flows (b),ML,..,..,..,..,..,..,..,..,..,..
Tasmania,6,Other industries,E -S,Use,Return flows (b),ML,..,..,..,..,..,..,..,..,..,..
Tasmania,6,Total industry,Total industry,Use,Return flows (b),ML,..,..,..,..,..,..,..,..,..,..
Tasmania,6,Households (g),HH,Use,Return flows (b),ML,..,..,..,..,..,..,..,..,..,..
Tasmania,6,Environment,Environment,Use,Return flows (b),ML,32842643.33,30888235.03,35406590.75,36146547.24,36201104.63,40553240.32,32927285.74,36623003.05,36656965,27725298.45
Tasmania,6,Total,Total,Use,Return flows (b),ML,32842643.33,30888235.03,35406590.75,36146547.24,36201104.63,40553240.32,32927285.74,36623003.05,36656965,27725298.45
Northern Territory,7,"Agriculture, forestry and fishing (d) (e) ",A,Supply,Self-extracted,ML,..,..,..,..,..,..,..,..,..,..
Northern Territory,7,Mining,B,Supply,Self-extracted,ML,..,..,..,..,..,..,..,..,..,..
Northern Territory,7,Manufacturing,C,Supply,Self-extracted,ML,..,..,..,..,..,..,..,..,..,..
Northern Territory,7,Electricity and gas supply,D,Supply,Self-extracted,ML,..,..,..,..,..,..,..,..,..,..
Northern Territory,7,"Water supply, sewerage and drainage services",D,Supply,Self-extracted,ML,..,..,..,..,..,..,..,..,..,..
Northern Territory,7,"Waste collection, treatment and disposal services",D,Supply,Self-extracted,ML,..,..,..,..,..,..,..,..,..,..
Northern Territory,7,"Total Electricity, gas, water and waste services (f)",D,Supply,Self-extracted,ML,..,..,..,..,..,..,..,..,..,..
Northern Territory,7,Other industries,E -S,Supply,Self-extracted,ML,..,..,..,..,..,..,..,..,..,..
Northern Territory,7,Total industry,Total industry,Supply,Self-extracted,ML,..,..,..,..,..,..,..,..,..,..
Northern Territory,7,Households (g),HH,Supply,Self-extracted,ML,..,..,..,..,..,..,..,..,..,..
Northern Territory,7,Environment,Environment,Supply,Self-extracted,ML,168758.9366,147801.6944,183294.7022,174905.3829,161658.2594,157271.9339,173140.3573,186133.8514,216335.0576,237230.1299
Northern Territory,7,Total,Total,Supply,Self-extracted,ML,168758.9366,147801.6944,183294.7022,174905.3829,161658.2594,157271.9339,173140.3573,186133.8514,216335.0576,237230.1299
Northern Territory,7,"Agriculture, forestry and fishing (d) (e) ",A,Supply,Distributed,ML,-,-,-,-,-,-,-,-,-,-
Northern Territory,7,Mining,B,Supply,Distributed,ML,523.3544,487.888,353.6368,347.0159,476.6726,641.6943,581.7233,818.1275,np,np
Northern Territory,7,Manufacturing,C,Supply,Distributed,ML,np,-,-,-,-,np,np,np,np,np
Northern Territory,7,Electricity and gas supply,D,Supply,Distributed,ML,np,598.5716,463.0594,457.2784,515.6385,np,np,np,na,na
Northern Territory,7,"Water supply, sewerage and drainage services",D,Supply,Distributed,ML,61445,59298,54902,57502,59115,58566,55633,55547,55167,60124
Northern Territory,7,"Waste collection, treatment and disposal services",D,Supply,Distributed,ML,-,-,-,-,-,-,-,-,na,na
Northern Territory,7,"Total Electricity, gas, water and waste services (f)",D,Supply,Distributed,ML,np,59896.5716,55365.0594,57959.2784,59630.6385,np,np,np,55167,60124
Northern Territory,7,Other industries,E -S,Supply,Distributed,ML,na,na,na,na,na,na,na,na,na,na
Northern Territory,7,Total industry,Total industry,Supply,Distributed,ML,62496.2441,60384.6771,55718.7735,58306.3419,60107.3754,59635.4385,56538.0481,56890.2886,55930.0421,61179.5743
Northern Territory,7,Households (g),HH,Supply,Distributed,ML,..,..,..,..,..,..,..,..,..,..
Northern Territory,7,Environment,Environment,Supply,Distributed,ML,..,..,..,..,..,..,..,..,..,..
Northern Territory,7,Total,Total,Supply,Distributed,ML,62496.2441,60384.6771,55718.7735,58306.3419,60107.3754,59635.4385,56538.0481,56890.2886,55930.0421,61179.5743
Northern Territory,7,"Agriculture, forestry and fishing (d) (e) ",A,Supply,Wastewater (a),ML,na,na,na,na,na,na,na,na,na,na
Northern Territory,7,Mining,B,Supply,Wastewater (a),ML,na,na,na,na,na,na,na,na,na,na
Northern Territory,7,Manufacturing,C,Supply,Wastewater (a),ML,na,na,na,na,na,na,na,na,na,na
Northern Territory,7,Electricity and gas supply,D,Supply,Wastewater (a),ML,na,na,na,na,na,na,na,na,na,na
Northern Territory,7,"Water supply, sewerage and drainage services",D,Supply,Wastewater (a),ML,na,na,na,na,na,na,na,na,na,na
Northern Territory,7,"Waste collection, treatment and disposal services",D,Supply,Wastewater (a),ML,na,na,na,na,na,na,na,na,na,na
Northern Territory,7,"Total Electricity, gas, water and waste services (f)",D,Supply,Wastewater (a),ML,na,na,na,na,na,na,na,na,na,na
Northern Territory,7,Other industries,E -S,Supply,Wastewater (a),ML,na,na,na,na,na,na,na,na,na,na
Northern Territory,7,Total industry,Total industry,Supply,Wastewater (a),ML,na,na,na,na,na,na,na,na,na,na
Northern Territory,7,Households (g),HH,Supply,Wastewater (a),ML,na,na,na,na,na,na,na,na,na,na
Northern Territory,7,Environment,Environment,Supply,Wastewater (a),ML,..,..,..,..,..,..,..,..,..,..
Northern Territory,7,Total,Total,Supply,Wastewater (a),ML,20428,19934,25298,23691,21157,21501,25100,21597,25051,24837
Northern Territory,7,"Agriculture, forestry and fishing (d) (e) ",A,Supply,Reuse,ML,-,-,-,-,-,-,-,-,-,-
Northern Territory,7,Mining,B,Supply,Reuse,ML,891.6961,822.0034,492.4201,483.1791,663.5019,893.3387,809.6177,1140.2671,1062.8011,1468.2557
Northern Territory,7,Manufacturing,C,Supply,Reuse,ML,-,-,-,-,-,-,-,-,-,-
Northern Territory,7,Electricity and gas supply,D,Supply,Reuse,ML,29.4626,33.4111,25.8471,25.5244,28.7819,23.8709,18.0427,29.3126,na,na
Northern Territory,7,"Water supply, sewerage and drainage services",D,Supply,Reuse,ML,1760,1920,917,1220,1152,1143,903,749,809,810
Northern Territory,7,"Waste collection, treatment and disposal services",D,Supply,Reuse,ML,-,-,-,-,-,-,-,-,na,na
Northern Territory,7,"Total Electricity, gas, water and waste services (f)",D,Supply,Reuse,ML,1789.4899,1953.453,942.8711,1245.5526,1180.8056,1166.9189,921.0742,778.3471,809,810
Northern Territory,7,Other industries,E -S,Supply,Reuse,ML,na,na,na,na,na,na,na,na,na,na
Northern Territory,7,Total industry,Total industry,Supply,Reuse,ML,2681.1861,2775.4564,1435.2912,1728.7317,1844.3076,2060.2577,1730.6919,1918.6142,1871.8011,2278.2557
Northern Territory,7,Households (g),HH,Supply,Reuse,ML,..,..,..,..,..,..,..,..,..,..
Northern Territory,7,Environment,Environment,Supply,Reuse,ML,..,..,..,..,..,..,..,..,..,..
Northern Territory,7,Total,Total,Supply,Reuse,ML,2681.1861,2775.4564,1435.2912,1728.7317,1844.3076,2060.2577,1730.6919,1918.6142,1871.8011,2278.2557
Northern Territory,7,"Agriculture, forestry and fishing (d) (e) ",A,Supply,Return flows (b),ML,na,na,na,na,na,na,na,na,na,na
Northern Territory,7,Mining,B,Supply,Return flows (b),ML,np,19106.8098,np,13440.2468,18033.692,24993.7521,26506.2527,np,np,43298.2586
Northern Territory,7,Manufacturing,C,Supply,Return flows (b),ML,-,-,-,-,-,-,np,np,np,-
Northern Territory,7,Electricity and gas supply,D,Supply,Return flows (b),ML,345.8467,323.8625,np,369.5138,359.0625,397.4047,372.9658,384.1265,357.3437,297.0514
Northern Territory,7,"Water supply, sewerage and drainage services",D,Supply,Return flows (b),ML,np,3266,5077,2917,1383.3962,np,np,1574,2586,5033.9257
Northern Territory,7,"Waste collection, treatment and disposal services",D,Supply,Return flows (b),ML,0.6057,0.926,0.532,0.624,0.5233,np,0.6975,0.7631,na,na
Northern Territory,7,"Total Electricity, gas, water and waste services (f)",D,Supply,Return flows (b),ML,np,3590.7885,np,3287.1378,1742.982,1737.4664,np,1958.8897,2943.3437,5330.9771
Northern Territory,7,Other industries,E -S,Supply,Return flows (b),ML,na,na,na,na,na,na,na,na,na,na
Northern Territory,7,Total industry,Total industry,Supply,Return flows (b),ML,25334.2526,22697.5983,20114.5413,16727.3846,19776.674,26731.2185,28554.9161,38864.0435,33609.5151,48629.2357
Northern Territory,7,Households (g),HH,Supply,Return flows (b),ML,na,na,na,na,na,na,na,na,na,na
Northern Territory,7,Environment,Environment,Supply,Return flows (b),ML,..,..,..,..,..,..,..,..,..,..
Northern Territory,7,Total,Total,Supply,Return flows (b),ML,25334.2526,22697.5983,20114.5413,16727.3846,19776.674,26731.2185,28554.9161,38864.0435,33609.5151,48629.2357
Northern Territory,7,"Agriculture, forestry and fishing (d) (e) ",A,Use,Surface water,ML,11558.4524,10250.9677,36866.1027,41918.9269,24494.1629,4473.8365,3572.7195,7632.191,na,na
Northern Territory,7,Mining,B,Use,Surface water,ML,np,2702.133,2575.5485,2619.2686,2872.9245,3942.0207,4368.0344,np,21678.5392,33188.2961
Northern Territory,7,Manufacturing,C,Use,Surface water,ML,np,np,51.2146,50.6736,51.9574,7.8723,10.3856,np,-,-
Northern Territory,7,Electricity and gas supply,D,Use,Surface water,ML,345.8,323.8084,355.4701,np,np,np,np,np,357.2939,296.993
Northern Territory,7,"Water supply, sewerage and drainage services",D,Use,Surface water,ML,43248,40586,37390,40972,np,40663,np,np,41342,43264
Northern Territory,7,"Waste collection, treatment and disposal services",D,Use,Surface water,ML,np,np,np,np,np,np,np,np,na,na
Northern Territory,7,"Total Electricity, gas, water and waste services (f)",D,Use,Surface water,ML,np,np,np,41357.1226,38738.1316,41062.4584,39456.503,41394.1811,41699.2939,43560.993
Northern Territory,7,Other industries,E -S,Use,Surface water,ML,np,np,np,742.1746,771.3209,770.3569,677.5553,701.2737,656.3685,757.5646
Northern Territory,7,Total industry,Total industry,Use,Surface water,ML,59515.5677,54715.1656,77956.0256,86688.1662,66928.4974,50256.5449,48085.1979,71936.3144,na,na
Northern Territory,7,Households (g),HH,Use,Surface water,ML,na,na,na,na,na,na,na,na,na,na
Northern Territory,7,Environment,Environment,Use,Surface water,ML,..,..,..,..,..,..,..,..,..,..
Northern Territory,7,Total,Total,Use,Surface water,ML,59515.5677,54715.1656,77956.0256,86688.1662,66928.4974,50256.5449,48085.1979,71936.3144,na,na
Northern Territory,7,"Agriculture, forestry and fishing (d) (e) ",A,Use,Groundwater,ML,43189.595,30167.8925,52177.9749,39007.0485,33485.2043,37295.7125,55394.2557,47458.9005,na,na
Northern Territory,7,Mining,B,Use,Groundwater,ML,np,29467.6364,21389.9923,19321.3709,26603.603,36856.1908,38928.6778,np,np,np
Northern Territory,7,Manufacturing,C,Use,Groundwater,ML,np,np,39.48,30.7799,36.0312,40.0212,34.2509,np,np,np
Northern Territory,7,Electricity and gas supply,D,Use,Groundwater,ML,10628.297,10577.6737,10404.5436,np,np,np,np,np,10974.9118,11296.6328
Northern Territory,7,"Water supply, sewerage and drainage services",D,Use,Groundwater,ML,18197,18712,17512,16530,np,17903,16565,14552,13825,16860
Northern Territory,7,"Waste collection, treatment and disposal services",D,Use,Groundwater,ML,np,np,np,np,np,np,np,np,na,na
Northern Territory,7,"Total Electricity, gas, water and waste services (f)",D,Use,Groundwater,ML,np,np,np,25863.038,30453.0551,28676.7853,27050.8287,25019.7987,24799.9118,28156.6328
Northern Territory,7,Other industries,E -S,Use,Groundwater,ML,np,np,np,3993.2566,4150.0779,4144.891,3645.5735,3773.1899,3531.5786,4076.0622
Northern Territory,7,Total industry,Total industry,Use,Groundwater,ML,109241.6869,93084.7627,105337.0331,88215.4938,94727.9716,107013.6008,125053.5866,114195.9091,na,na
Northern Territory,7,Households (g),HH,Use,Groundwater,ML,na,na,na,na,na,na,na,na,na,na
Northern Territory,7,Environment,Environment,Use,Groundwater,ML,..,..,..,..,..,..,..,..,..,..
Northern Territory,7,Total,Total,Use,Groundwater,ML,109241.6869,93084.7627,105337.0331,88215.4938,94727.9716,107013.6008,125053.5866,114195.9091,na,na
Northern Territory,7,"Agriculture, forestry and fishing (d) (e) ",A,Use,Sea water for desalination,ML,-,-,-,-,-,-,-,-,-,-
Northern Territory,7,Mining,B,Use,Sea water for desalination,ML,-,-,-,-,-,-,-,-,-,-
Northern Territory,7,Manufacturing,C,Use,Sea water for desalination,ML,-,-,-,-,-,-,-,-,-,-
Northern Territory,7,Electricity and gas supply,D,Use,Sea water for desalination,ML,-,-,-,-,-,-,-,-,-,-
Northern Territory,7,"Water supply, sewerage and drainage services",D,Use,Sea water for desalination,ML,-,-,-,-,-,-,np,np,-,-
Northern Territory,7,"Waste collection, treatment and disposal services",D,Use,Sea water for desalination,ML,-,-,-,-,-,-,np,np,na,na
Northern Territory,7,"Total Electricity, gas, water and waste services (f)",D,Use,Sea water for desalination,ML,-,-,-,-,-,-,-,-,-,-
Northern Territory,7,Other industries,E -S,Use,Sea water for desalination,ML,1.682,1.7661,1.6434,1.7228,1.7905,1.7882,1.5728,1.6279,1.5236,1.7586
Northern Territory,7,Total industry,Total industry,Use,Sea water for desalination,ML,1.682,1.7661,1.6434,1.7228,1.7905,1.7882,1.5728,1.6279,1.5236,1.7586
Northern Territory,7,Households (g),HH,Use,Sea water for desalination,ML,..,..,..,..,..,..,..,..,..,..
Northern Territory,7,Environment,Environment,Use,Sea water for desalination,ML,..,..,..,..,..,..,..,..,..,..
Northern Territory,7,Total,Total,Use,Sea water for desalination,ML,1.682,1.7661,1.6434,1.7228,1.7905,1.7882,1.5728,1.6279,1.5236,1.7586
Northern Territory,7,"Agriculture, forestry and fishing (d) (e) ",A,Use,Self-extracted,ML,54748.0474,40418.8602,89044.0776,80925.9754,57979.3672,41769.5489,58966.9752,55091.0915,95608.4032,89875.6495
Northern Territory,7,Mining,B,Use,Self-extracted,ML,36852.9622,32169.7694,23965.5408,21940.6395,29476.5275,40798.2115,43296.7122,np,np,np
Northern Territory,7,Manufacturing,C,Use,Self-extracted,ML,np,np,90.6946,81.4534,87.9886,47.8935,44.6365,np,np,np
Northern Territory,7,Electricity and gas supply,D,Use,Self-extracted,ML,10974.097,10901.4821,10760.0136,np,np,np,np,np,11332.2057,11593.6258
Northern Territory,7,"Water supply, sewerage and drainage services",D,Use,Self-extracted,ML,61445,59298,54902,57502,np,58566,55633,55547,55167,60124
Northern Territory,7,"Waste collection, treatment and disposal services",D,Use,Self-extracted,ML,np,np,np,np,np,np,np,np,na,na
Northern Territory,7,"Total Electricity, gas, water and waste services (f)",D,Use,Self-extracted,ML,np,np,np,67220.1606,69191.1868,69739.2437,66507.3317,66413.9798,66499.2057,71717.6258
Northern Territory,7,Other industries,E -S,Use,Self-extracted,ML,np,np,np,4737.154,4923.1894,4917.0362,4324.7016,4476.0914,4189.4708,4835.3854
Northern Territory,7,Total industry,Total industry,Use,Self-extracted,ML,168758.9366,147801.6944,183294.7022,174905.3829,161658.2594,157271.9339,173140.3573,186133.8514,216335.0576,237230.1299
Northern Territory,7,Households (g),HH,Use,Self-extracted,ML,na,na,na,na,na,na,na,na,na,na
Northern Territory,7,Environment,Environment,Use,Self-extracted,ML,..,..,..,..,..,..,..,..,..,..
Northern Territory,7,Total,Total,Use,Self-extracted,ML,168758.9366,147801.6944,183294.7022,174905.3829,161658.2594,157271.9339,173140.3573,186133.8514,216335.0576,237230.1299
Northern Territory,7,"Agriculture, forestry and fishing (d) (e) ",A,Use,Distributed,ML,731.4533,1880.557,862.3814,647.1277,263.3627,507.5094,np,np,-,-
Northern Territory,7,Mining,B,Use,Distributed,ML,-,-,-,-,-,-,-,-,-,-
Northern Territory,7,Manufacturing,C,Use,Distributed,ML,-,-,-,-,-,-,-,-,-,-
Northern Territory,7,Electricity and gas supply,D,Use,Distributed,ML,-,-,-,-,-,-,-,-,-,-
Northern Territory,7,"Water supply, sewerage and drainage services",D,Use,Distributed,ML,11312,7925,7845,np,8348,8135,8930,np,9662,9098
Northern Territory,7,"Waste collection, treatment and disposal services",D,Use,Distributed,ML,np,np,np,np,42.5922,46.1049,41.4092,np,na,na
Northern Territory,7,"Total Electricity, gas, water and waste services (f)",D,Use,Distributed,ML,np,np,np,8361.1156,8390.5922,8181.1049,8971.4092,7040.6884,9662,9098
Northern Territory,7,Other industries,E -S,Use,Distributed,ML,np,np,np,23408.9871,24847.411,24626.9058,np,np,21231.5485,24650.2732
Northern Territory,7,Total industry,Total industry,Use,Distributed,ML,35022.7345,32807.634,30866.9636,32417.2303,33501.3659,33315.5201,31052.999,30259.7781,30893.5485,33748.2732
Northern Territory,7,Households (g),HH,Use,Distributed,ML,27473.5097,27577.0431,24851.8072,25889.1116,26606.0094,26319.9184,25485.0491,26630.5105,25036.4936,27431.3011
Northern Territory,7,Environment,Environment,Use,Distributed,ML,..,..,..,..,..,..,..,..,..,..
Northern Territory,7,Total,Total,Use,Distributed,ML,62496.2441,60384.6771,55718.7707,58306.3418,60107.3753,59635.4385,56538.0481,56890.2886,55930.0421,61179.5743
Northern Territory,7,"Agriculture, forestry and fishing (d) (e) ",A,Use,Wastewater (c),ML,na,na,na,na,na,na,na,na,na,na
Northern Territory,7,Mining,B,Use,Wastewater (c),ML,na,na,na,na,na,na,na,na,na,na
Northern Territory,7,Manufacturing,C,Use,Wastewater (c),ML,na,na,na,na,na,na,na,na,na,na
Northern Territory,7,Electricity and gas supply,D,Use,Wastewater (c),ML,na,na,na,na,na,na,na,na,na,na
Northern Territory,7,"Water supply, sewerage and drainage services",D,Use,Wastewater (c),ML,20428,19934,25298,23691,21157,21501,25100,21597,25051,24837
Northern Territory,7,"Waste collection, treatment and disposal services",D,Use,Wastewater (c),ML,na,na,na,na,na,na,na,na,na,na
Northern Territory,7,"Total Electricity, gas, water and waste services (f)",D,Use,Wastewater (c),ML,20428,19934,25298,23691,21157,21501,25100,21597,25051,24837
Northern Territory,7,Other industries,E -S,Use,Wastewater (c),ML,na,na,na,na,na,na,na,na,na,na
Northern Territory,7,Total industry,Total industry,Use,Wastewater (c),ML,20428,19934,25298,23691,21157,21501,25100,21597,25051,24837
Northern Territory,7,Households (g),HH,Use,Wastewater (c),ML,na,na,na,na,na,na,na,na,na,na
Northern Territory,7,Environment,Environment,Use,Wastewater (c),ML,..,..,..,..,..,..,..,..,..,..
Northern Territory,7,Total,Total,Use,Wastewater (c),ML,20428,19934,25298,23691,21157,21501,25100,21597,25051,24837
Northern Territory,7,"Agriculture, forestry and fishing (d) (e) ",A,Use,Reuse,ML,910,1120,-,-,-,-,-,-,-,-
Northern Territory,7,Mining,B,Use,Reuse,ML,-,-,-,-,-,-,-,-,-,-
Northern Territory,7,Manufacturing,C,Use,Reuse,ML,-,-,-,-,-,-,-,-,-,-
Northern Territory,7,Electricity and gas supply,D,Use,Reuse,ML,-,-,-,-,-,-,-,-,-,-
Northern Territory,7,"Water supply, sewerage and drainage services",D,Use,Reuse,ML,np,399,np,388,-,-,-,-,-,-
Northern Territory,7,"Waste collection, treatment and disposal services",D,Use,Reuse,ML,-,-,-,-,-,-,-,-,na,na
Northern Territory,7,"Total Electricity, gas, water and waste services (f)",D,Use,Reuse,ML,np,399,np,388,-,-,-,-,-,-
Northern Territory,7,Other industries,E -S,Use,Reuse,ML,np,1256.4564,np,1340.7317,1844.3076,2060.2577,1730.6919,1918.6142,1871.8011,2278.2557
Northern Territory,7,Total industry,Total industry,Use,Reuse,ML,2681.1861,2775.4564,1435.2912,1728.7317,1844.3076,2060.2577,1730.6919,1918.6142,1871.8011,2278.2557
Northern Territory,7,Households (g),HH,Use,Reuse,ML,-,-,-,-,-,-,-,-,-,-
Northern Territory,7,Environment,Environment,Use,Reuse,ML,..,..,..,..,..,..,..,..,..,..
Northern Territory,7,Total,Total,Use,Reuse,ML,2681.1861,2775.4564,1435.2912,1728.7317,1844.3076,2060.2577,1730.6919,1918.6142,1871.8011,2278.2557
Northern Territory,7,"Agriculture, forestry and fishing (d) (e) ",A,Use,Return flows (b),ML,..,..,..,..,..,..,..,..,..,..
Northern Territory,7,Mining,B,Use,Return flows (b),ML,..,..,..,..,..,..,..,..,..,..
Northern Territory,7,Manufacturing,C,Use,Return flows (b),ML,..,..,..,..,..,..,..,..,..,..
Northern Territory,7,Electricity and gas supply,D,Use,Return flows (b),ML,..,..,..,..,..,..,..,..,..,..
Northern Territory,7,"Water supply, sewerage and drainage services",D,Use,Return flows (b),ML,..,..,..,..,..,..,..,..,..,..
Northern Territory,7,"Waste collection, treatment and disposal services",D,Use,Return flows (b),ML,..,..,..,..,..,..,..,..,na,na
Northern Territory,7,"Total Electricity, gas, water and waste services (f)",D,Use,Return flows (b),ML,..,..,..,..,..,..,..,..,..,..
Northern Territory,7,Other industries,E -S,Use,Return flows (b),ML,..,..,..,..,..,..,..,..,..,..
Northern Territory,7,Total industry,Total industry,Use,Return flows (b),ML,..,..,..,..,..,..,..,..,..,..
Northern Territory,7,Households (g),HH,Use,Return flows (b),ML,..,..,..,..,..,..,..,..,..,..
Northern Territory,7,Environment,Environment,Use,Return flows (b),ML,25334.2526,22697.5983,20114.5413,16727.3846,19776.674,26731.2185,28554.9161,38864.0435,33609.5151,48629.2357
Northern Territory,7,Total,Total,Use,Return flows (b),ML,25334.2526,22697.5983,20114.5413,16727.3846,19776.674,26731.2185,28554.9161,38864.0435,33609.5151,48629.2357
Australian Capital Territory,8,"Agriculture, forestry and fishing (d) (e) ",A,Supply,Self-extracted,ML,..,..,..,..,..,..,..,..,..,..
Australian Capital Territory,8,Mining,B,Supply,Self-extracted,ML,..,..,..,..,..,..,..,..,..,..
Australian Capital Territory,8,Manufacturing,C,Supply,Self-extracted,ML,..,..,..,..,..,..,..,..,..,..
Australian Capital Territory,8,Electricity and gas supply,D,Supply,Self-extracted,ML,..,..,..,..,..,..,..,..,..,..
Australian Capital Territory,8,"Water supply, sewerage and drainage services",D,Supply,Self-extracted,ML,..,..,..,..,..,..,..,..,..,..
Australian Capital Territory,8,"Waste collection, treatment and disposal services",D,Supply,Self-extracted,ML,..,..,..,..,..,..,..,..,..,..
Australian Capital Territory,8,"Total Electricity, gas, water and waste services (f)",D,Supply,Self-extracted,ML,..,..,..,..,..,..,..,..,..,..
Australian Capital Territory,8,Other industries,E -S,Supply,Self-extracted,ML,..,..,..,..,..,..,..,..,..,..
Australian Capital Territory,8,Total industry,Total industry,Supply,Self-extracted,ML,..,..,..,..,..,..,..,..,..,..
Australian Capital Territory,8,Households (g),HH,Supply,Self-extracted,ML,..,..,..,..,..,..,..,..,..,..
Australian Capital Territory,8,Environment,Environment,Supply,Self-extracted,ML,43472.6272,46426.0951,44798.737,45887.5598,49505.2749,51760.9791,46146.4955,42520.8865,45065.0143,48764.2593
