"4610.0 Water Account, Australia, 2021-22",,,,,,,,,,,,,,
Released at 11:30 am (Canberra time) 19 October 2023,,,,,,,,,,,,,,
"Physical Water Supply and Use, by Water Type, Australia and state/territory (Megalitres), 2014-15 to 2021-22",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Geography Description,Geography Code,Industry,ANZSIC Division Code,Supply/Use,Product,Unit,   2014-15   ,   2015-16   ,   2016-17   ,   2017-18   ,   2018-19   ,   2019-20   ,   2020-21   ,  2021-22  
Victoria,2,Other industries,E -S,Supply,Wastewater (a),ML, na , na , na , na , na , na , na , na 
Victoria,2,Total industry,Total industry,Supply,Wastewater (a),ML, na , na , na , na , na , na , na , na 
Victoria,2,Households (e),HH,Supply,Wastewater (a),ML, na , na , na , na , na , na , na , na 
Victoria,2,Environment,Environment,Supply,Wastewater (a),ML, na , na , na , na , na , na , na , na 
Victoria,2,Total,Total,Supply,Wastewater (a),ML,"467,298.00","469,470.00","503,480.00","492,191.00","482,345.00","531,869.00","528,403.00","540,649.00"
Victoria,2,"Agriculture, forestry and fishing (d)",A,Supply,Reuse,ML, - , - , - , - , - , - , - , - 
Victoria,2,Mining,B,Supply,Reuse,ML,"1,255.44","1,263.72", np ,"1,077.24","1,033.03","1,055.84",925.151, np 
Victoria,2,Manufacturing,C,Supply,Reuse,ML,"3,512.31","3,414.53", np ,"3,340.11","3,044.72","2,870.82","2,921.54", np 
Victoria,2,Electricity and gas supply,D,Supply,Reuse,ML,186.393,210.0884,164.3953,147.1238,147.1178,178.2716,260.9419,252.7398
Victoria,2,"Water supply, sewerage and drainage services",D,Supply,Reuse,ML,"92,834.00","96,610.00","93,484.37","94,851.00","95,871.00","79,924.00","80,574.00","90,406.00"
Victoria,2,"Waste collection, treatment and disposal services",D,Supply,Reuse,ML, - , - , - , - , - , - , - , - 
Victoria,2,"Total Electricity, gas, water and waste services",D,Supply,Reuse,ML,"93,020.51","96,820.22","93,648.91","94,998.29","96,018.27","80,102.41","80,835.08","90,658.87"
Victoria,2,Other industries,E -S,Supply,Reuse,ML, na , na , na , na , na , na , na , na 
Victoria,2,Total industry,Total industry,Supply,Reuse,ML,"97,788.27","101,498.46","97,961.33","99,415.64","100,096.02","84,029.07","84,681.78","94,815.71"
Victoria,2,Households (e),HH,Supply,Reuse,ML, - , - , - , - , - , - , - , - 
Victoria,2,Environment,Environment,Supply,Reuse,ML, - , - , - , - , - , - , - , - 
Victoria,2,Total,Total,Supply,Reuse,ML,"97,788.27","101,498.46","97,961.33","99,415.64","100,096.02","84,029.07","84,681.78","94,815.71"
Victoria,2,"Agriculture, forestry and fishing (d)",A,Supply,Return flows (b),ML, na , na , na , na , na , na , na , na 
Victoria,2,Mining,B,Supply,Return flows (b),ML, np , np , np ,"8,444.83","7,388.83","7,290.60","6,637.70", np 
Victoria,2,Manufacturing,C,Supply,Return flows (b),ML, np , np , np ,"31,625.64","27,248.09","24,995.31","27,687.47", np 
Victoria,2,Electricity and gas supply,D,Supply,Return flows (b),ML,"4,703,909.00","4,628,756.10","4,496,751.70","4,395,852.75","4,446,654.82","4,490,202.68","4,282,919.43","4,454,235.03"
Victoria,2,"Water supply, sewerage and drainage services",D,Supply,Return flows (b),ML,"369,222.00","366,059.00","406,610.63","392,480.00","369,448.00","428,925.00","427,380.00","446,457.00"
Victoria,2,"Waste collection, treatment and disposal services",D,Supply,Return flows (b),ML,2.5825,2.8363,3.3481,3.7143,3.4168,3.1591,3.1373,2.8865
Victoria,2,"Total Electricity, gas, water and waste services",D,Supply,Return flows (b),ML,"5,073,133.58","4,994,817.94","4,903,365.68","4,788,336.47","4,816,106.23","4,919,130.84","4,710,302.57","4,900,694.91"
Victoria,2,Other industries,E -S,Supply,Return flows (b),ML, na , na , na , na , na , na , na , na 
Victoria,2,Total industry,Total industry,Supply,Return flows (b),ML,"5,114,923.90","5,032,758.26","4,940,902.92","4,828,406.93","4,850,743.15","4,951,416.76","4,744,627.73","4,934,857.89"
Victoria,2,Households (e),HH,Supply,Return flows (b),ML, - , - , - , - , - , - , - , - 
Victoria,2,Environment,Environment,Supply,Return flows (b),ML, - , - , - , - , - , - , - , - 
Victoria,2,Total,Total,Supply,Return flows (b),ML,"5,114,923.90","5,032,758.26","4,940,902.92","4,828,406.93","4,850,743.15","4,951,416.76","4,744,627.73","4,934,857.89"
Victoria,2,"Agriculture, forestry and fishing (d)",A,Use,Surface water,ML,"144,463.97","117,816.07","101,873.08","115,607.60","111,037.97","86,661.40","55,041.60","51,079.38"
Victoria,2,Mining,B,Use,Surface water,ML,"3,875.12","3,023.50","7,078.18","7,044.22","6,524.36","6,046.93","6,585.37", np 
Victoria,2,Manufacturing,C,Use,Surface water,ML,"70,944.91","70,248.63","67,508.16","68,865.77","68,552.39","65,836.77","76,288.00", np 
Victoria,2,Electricity and gas supply,D,Use,Surface water,ML,"4,704,065.34","4,628,833.87","4,496,746.09", np , np , np , np , np 
Victoria,2,"Water supply, sewerage and drainage services",D,Use,Surface water,ML,"3,208,379.45","3,108,289.00","2,820,139.57","3,312,502.00","3,114,453.00","2,342,403.00","2,762,512.00","2,662,943.00"
Victoria,2,"Waste collection, treatment and disposal services",D,Use,Surface water,ML, np , np , np , np , np , np , np , np 
Victoria,2,"Total Electricity, gas, water and waste services",D,Use,Surface water,ML, np , np , np ,"7,709,006.35","7,561,731.61","6,833,229.34","7,046,058.54","7,117,171.72"
Victoria,2,Other industries,E -S,Use,Surface water,ML, np , np , np ,"11,358.75","11,660.31","10,646.68","9,340.99","9,462.05"
Victoria,2,Total industry,Total industry,Use,Surface water,ML,"8,141,148.83","7,938,818.90","7,503,555.71","7,911,882.69","7,759,506.63","7,002,421.12","7,193,314.51","7,251,754.61"
Victoria,2,Households (e),HH,Use,Surface water,ML, na , na , na , na , na , na , na , na 
Victoria,2,Environment,Environment,Use,Surface water,ML, - , - , - , - , - , - , - , - 
Victoria,2,Total,Total,Use,Surface water,ML,"8,141,148.83","7,938,818.90","7,503,555.71","7,911,882.69","7,759,506.63","7,002,421.12","7,193,314.51","7,251,754.61"
Victoria,2,"Agriculture, forestry and fishing (d)",A,Use,Groundwater,ML,"264,008.34","275,820.54","227,463.72","260,457.75","292,038.58","259,831.92","254,799.37","208,148.85"
Victoria,2,Mining,B,Use,Groundwater,ML,"22,292.59","19,977.59","14,524.45","14,892.83","13,127.16","13,127.52","10,836.10", np 
Victoria,2,Manufacturing,C,Use,Groundwater,ML,"34,724.43","26,273.37","29,209.53","35,426.71","33,267.26","27,963.90","25,350.40", np 
Victoria,2,Electricity and gas supply,D,Use,Groundwater,ML,"24,876.60","26,017.14","26,803.82", np , np , np , np , np 
Victoria,2,"Water supply, sewerage and drainage services",D,Use,Groundwater,ML,"133,891.00","175,469.00","175,694.20","180,869.00","197,347.00","150,503.00","126,299.00","133,407.00"
Victoria,2,"Waste collection, treatment and disposal services",D,Use,Groundwater,ML, - , - , - , np , np , np , np , np 
Victoria,2,"Total Electricity, gas, water and waste services",D,Use,Groundwater,ML,"158,767.60","201,486.14","202,498.15","203,454.64","221,810.15","175,115.52","150,786.40","156,212.81"
Victoria,2,Other industries,E -S,Use,Groundwater,ML,"1,444.47","1,626.60","1,561.33","1,741.75","1,787.99","1,632.56","1,432.34","1,450.91"
Victoria,2,Total industry,Total industry,Use,Groundwater,ML,"481,237.43","525,184.25","475,257.18","515,973.67","562,031.14","477,671.41","443,204.60","400,612.44"
Victoria,2,Households (e),HH,Use,Groundwater,ML, na , na , na , na , na , na , na , na 
Victoria,2,Environment,Environment,Use,Groundwater,ML, - , - , - , - , - , - , - , - 
Victoria,2,Total,Total,Use,Groundwater,ML,"481,237.43","525,184.25","475,257.18","515,973.67","562,031.14","477,671.41","443,204.60","400,612.44"
Victoria,2,"Agriculture, forestry and fishing (d)",A,Use,Sea water for desalination,ML, - , - , - , - , - , - , - , - 
Victoria,2,Mining,B,Use,Sea water for desalination,ML, - , - , - , - , - , - , - , - 
Victoria,2,Manufacturing,C,Use,Sea water for desalination,ML, - , - , - , - , - , - , - , - 
Victoria,2,Electricity and gas supply,D,Use,Sea water for desalination,ML, - , - , - , - , - , - , - , - 
Victoria,2,"Water supply, sewerage and drainage services",D,Use,Sea water for desalination,ML, - , - ,"46,209.00","15,000.00","22,374.00","119,471.00","125,381.00","125,382.00"
Victoria,2,"Waste collection, treatment and disposal services",D,Use,Sea water for desalination,ML, - , - , - , - , - , - , - , - 
Victoria,2,"Total Electricity, gas, water and waste services",D,Use,Sea water for desalination,ML, - , - ,"46,209.00","15,000.00","22,374.00","119,471.00","125,381.00","125,382.00"
Victoria,2,Other industries,E -S,Use,Sea water for desalination,ML, - , - , - , - , - , - , - , - 
Victoria,2,Total industry,Total industry,Use,Sea water for desalination,ML, - , - ,"46,209.00","15,000.00","22,374.00","119,471.00","125,381.00","125,382.00"
Victoria,2,Households (e),HH,Use,Sea water for desalination,ML, na , na , na , na , na , na , na , na 
Victoria,2,Environment,Environment,Use,Sea water for desalination,ML, - , - , - , - , - , - , - , - 
Victoria,2,Total,Total,Use,Sea water for desalination,ML, - , - ,"46,209.00","15,000.00","22,374.00","119,471.00","125,381.00","125,382.00"
Victoria,2,"Agriculture, forestry and fishing (d)",A,Use,Self-extracted,ML,"408,472.31","393,636.61","329,336.80","376,065.35","403,076.55","346,493.32","309,840.96","259,228.23"
Victoria,2,Mining,B,Use,Self-extracted,ML,"26,167.71","23,001.10","21,602.63","21,937.04","19,651.51","19,174.45","17,421.47","15,761.85"
Victoria,2,Manufacturing,C,Use,Self-extracted,ML,"105,669.34","96,522.00","96,717.69","104,292.47","101,819.65","93,800.66","101,638.40","93,079.48"
Victoria,2,Electricity and gas supply,D,Use,Self-extracted,ML,"4,728,941.94","4,654,851.01","4,523,549.91", np , np , np , np ,"4,477,022.96"
Victoria,2,"Water supply, sewerage and drainage services",D,Use,Self-extracted,ML,"3,342,270.45","3,283,758.00","3,042,042.77","3,508,371.00","3,334,174.00","2,612,377.00","3,014,192.00","2,921,732.00"
Victoria,2,"Waste collection, treatment and disposal services",D,Use,Self-extracted,ML, np , np , np , np , np , np , np ,11.5721
Victoria,2,"Total Electricity, gas, water and waste services",D,Use,Self-extracted,ML, np , np , np ,"7,927,460.99","7,805,915.76","7,127,815.86","7,322,225.94","7,398,766.53"
Victoria,2,Other industries,E -S,Use,Self-extracted,ML, np , np , np ,"13,100.50","13,448.29","12,279.23","10,773.34","10,912.96"
Victoria,2,Total industry,Total industry,Use,Self-extracted,ML,"8,622,386.26","8,464,003.15","8,025,021.89","8,442,856.36","8,343,911.77","7,599,563.53","7,761,900.11","7,777,749.05"
Victoria,2,Households (e),HH,Use,Self-extracted,ML, na , na , na , na , na , na , na , na 
Victoria,2,Environment,Environment,Use,Self-extracted,ML, - , - , - , - , - , - , - , - 
Victoria,2,Total,Total,Use,Self-extracted,ML,"8,622,386.26","8,464,003.15","8,025,021.89","8,442,856.36","8,343,911.77","7,599,563.53","7,761,900.11","7,777,749.05"
Victoria,2,"Agriculture, forestry and fishing (d)",A,Use,Distributed,ML,"2,244,666.87","2,175,479.92","2,134,705.68", np ,"2,220,109.93","1,625,829.11","1,992,344.41","1,888,189.20"
Victoria,2,Mining,B,Use,Distributed,ML, np ,869,414.1494, np ,884,"1,008.00",925,862
Victoria,2,Manufacturing,C,Use,Distributed,ML,"80,868.00","76,994.00","75,520.48","73,549.41","74,994.00","72,144.00","66,828.00","73,806.00"
Victoria,2,Electricity and gas supply,D,Use,Distributed,ML,"42,186.00","40,394.00","39,358.00","30,583.00","24,545.00","54,674.00","126,324.00","70,481.00"
Victoria,2,"Water supply, sewerage and drainage services",D,Use,Distributed,ML,"516,170.00","496,216.00","311,023.72","471,746.00","490,907.00","349,446.00","324,962.00","385,862.00"
Victoria,2,"Waste collection, treatment and disposal services",D,Use,Distributed,ML,275.6706,294.7588,307.2271,290.2134,320.7662,316.791,289.1763,277.7713
Victoria,2,"Total Electricity, gas, water and waste services",D,Use,Distributed,ML,"558,631.67","536,904.76","350,688.95","502,619.21","515,772.77","404,436.79","451,575.18","456,620.77"
Victoria,2,Other industries,E -S,Use,Distributed,ML, np ,"100,125.39","95,653.78","106,224.80","108,967.90","100,058.10","89,124.82","90,261.69"
Victoria,2,Total industry,Total industry,Use,Distributed,ML,"2,973,353.97","2,890,373.07","2,656,983.03","3,113,778.79","2,920,728.59","2,203,476.01","2,600,797.41","2,509,739.66"
Victoria,2,Households (e),HH,Use,Distributed,ML,"372,639.27","397,531.87","388,394.49","397,626.21","416,450.38","412,445.62","418,407.94","416,882.27"
Victoria,2,Environment,Environment,Use,Distributed,ML, - , - , - , - , - , - , - , - 
Victoria,2,Total,Total,Use,Distributed,ML,"3,345,993.24","3,287,904.93","3,045,377.52","3,511,405.00","3,337,178.97","2,615,921.63","3,019,205.35","2,926,621.93"
Victoria,2,"Agriculture, forestry and fishing (d)",A,Use,Wastewater (c),ML, na , na , na , na , na , na , na , na 
Victoria,2,Mining,B,Use,Wastewater (c),ML, na , na , na , na , na , na , na , na 
Victoria,2,Manufacturing,C,Use,Wastewater (c),ML, na , na , na , na , na , na , na , na 
Victoria,2,Electricity and gas supply,D,Use,Wastewater (c),ML, na , na , na , na , na , na , na , na 
Victoria,2,"Water supply, sewerage and drainage services",D,Use,Wastewater (c),ML,"467,298.00","469,470.00","503,480.00","492,191.00","482,345.00","531,869.00","528,403.00","540,649.00"
Victoria,2,"Waste collection, treatment and disposal services",D,Use,Wastewater (c),ML, na , na , na , na , na , na , na , na 
Victoria,2,"Total Electricity, gas, water and waste services",D,Use,Wastewater (c),ML,"467,298.00","469,470.00","503,480.00","492,191.00","482,345.00","531,869.00","528,403.00","540,649.00"
Victoria,2,Other industries,E -S,Use,Wastewater (c),ML, na , na , na , na , na , na , na , na 
Victoria,2,Total industry,Total industry,Use,Wastewater (c),ML,"467,298.00","469,470.00","503,480.00","492,191.00","482,345.00","531,869.00","528,403.00","540,649.00"
Victoria,2,Households (e),HH,Use,Wastewater (c),ML, na , na , na , na , na , na , na , na 
Victoria,2,Environment,Environment,Use,Wastewater (c),ML, na , na , na , na , na , na , na , na 
Victoria,2,Total,Total,Use,Wastewater (c),ML,"467,298.00","469,470.00","503,480.00","492,191.00","482,345.00","531,869.00","528,403.00","540,649.00"
Victoria,2,"Agriculture, forestry and fishing (d)",A,Use,Reuse,ML,"38,864.00","47,268.00","28,605.00","28,999.00","29,527.00","23,413.00","24,148.00","21,922.52"
Victoria,2,Mining,B,Use,Reuse,ML,792,792,475,621,924,560, np , np 
Victoria,2,Manufacturing,C,Use,Reuse,ML,"2,595.00","4,512.00","4,546.00","4,251.00","4,180.00","4,049.00", np , np 
Victoria,2,Electricity and gas supply,D,Use,Reuse,ML, - , - , - , np , - , - , - , - 
Victoria,2,"Water supply, sewerage and drainage services",D,Use,Reuse,ML, np , np ,"50,353.29","52,657.00","51,201.00","42,562.00","43,113.00", np 
Victoria,2,"Waste collection, treatment and disposal services",D,Use,Reuse,ML, - , - , np , np ,1.5526,1.7531,1.1678, np 
Victoria,2,"Total Electricity, gas, water and waste services",D,Use,Reuse,ML, np , np , np ,"52,658.00","51,202.55","42,563.75","43,114.17","55,354.15"
Victoria,2,Other industries,E -S,Use,Reuse,ML, np , np , np ,"11,345.64","12,064.47","11,087.31","10,585.61","10,419.04"
Victoria,2,Total industry,Total industry,Use,Reuse,ML,"96,044.27","99,459.46","96,749.26","97,874.64","97,898.02","81,673.07","82,282.78","91,829.71"
Victoria,2,Households (e),HH,Use,Reuse,ML,"1,744.00","2,039.00","1,212.07","1,541.00","2,198.00","2,356.00","2,399.00","2,986.00"
Victoria,2,Environment,Environment,Use,Reuse,ML, - , - , - , - , - , - , - , - 
Victoria,2,Total,Total,Use,Reuse,ML,"97,788.27","101,498.46","97,961.33","99,415.64","100,096.02","84,029.07","84,681.78","94,815.71"
Victoria,2,"Agriculture, forestry and fishing (d)",A,Use,Return flows (b),ML, - , - , - , - , - , - , - , - 
Victoria,2,Mining,B,Use,Return flows (b),ML, - , - , - , - , - , - , - , - 
Victoria,2,Manufacturing,C,Use,Return flows (b),ML, - , - , - , - , - , - , - , - 
Victoria,2,Electricity and gas supply,D,Use,Return flows (b),ML, - , - , - , - , - , - , - , - 
Victoria,2,"Water supply, sewerage and drainage services",D,Use,Return flows (b),ML, - , - , - , - , - , - , - , - 
Victoria,2,"Waste collection, treatment and disposal services",D,Use,Return flows (b),ML, - , - , - , - , - , - , - , - 
Victoria,2,"Total Electricity, gas, water and waste services",D,Use,Return flows (b),ML, - , - , - , - , - , - , - , - 
Victoria,2,Other industries,E -S,Use,Return flows (b),ML, - , - , - , - , - , - , - , - 
Victoria,2,Total industry,Total industry,Use,Return flows (b),ML, - , - , - , - , - , - , - , - 
Victoria,2,Households (e),HH,Use,Return flows (b),ML, - , - , - , - , - , - , - , - 
Victoria,2,Environment,Environment,Use,Return flows (b),ML,"5,114,923.90","5,032,758.26","4,940,902.92","4,828,406.93","4,850,743.15","4,951,416.76","4,744,627.73","4,934,857.89"
Victoria,2,Total,Total,Use,Return flows (b),ML,"5,114,923.90","5,032,758.26","4,940,902.92","4,828,406.93","4,850,743.15","4,951,416.76","4,744,627.73","4,934,857.89"
Queensland,3,"Agriculture, forestry and fishing (d)",A,Supply,Self-extracted,ML, - , - , - , - , - , - , - , - 
Queensland,3,Mining,B,Supply,Self-extracted,ML, - , - , - , - , - , - , - , - 
Queensland,3,Manufacturing,C,Supply,Self-extracted,ML, - , - , - , - , - , - , - , - 
Queensland,3,Electricity and gas supply,D,Supply,Self-extracted,ML, - , - , - , - , - , - , - , - 
Queensland,3,"Water supply, sewerage and drainage services",D,Supply,Self-extracted,ML, - , - , - , - , - , - , - , - 
Queensland,3,"Waste collection, treatment and disposal services",D,Supply,Self-extracted,ML, - , - , - , - , - , - , - , - 
Queensland,3,"Total Electricity, gas, water and waste services",D,Supply,Self-extracted,ML, - , - , - , - , - , - , - , - 
Queensland,3,Other industries,E -S,Supply,Self-extracted,ML, - , - , - , - , - , - , - , - 
Queensland,3,Total industry,Total industry,Supply,Self-extracted,ML, - , - , - , - , - , - , - , - 
Queensland,3,Households (e),HH,Supply,Self-extracted,ML, - , - , - , - , - , - , - , - 
Queensland,3,Environment,Environment,Supply,Self-extracted,ML,"4,747,322.71","4,581,801.08","4,363,945.81","4,482,525.91","3,814,745.17","3,980,205.28","4,183,577.73","4,335,606.68"
Queensland,3,Total,Total,Supply,Self-extracted,ML,"4,747,322.71","4,581,801.08","4,363,945.81","4,482,525.91","3,814,745.17","3,980,205.28","4,183,577.73","4,335,606.68"
Queensland,3,"Agriculture, forestry and fishing (d)",A,Supply,Distributed,ML, - , - , - , - , - , - , - , - 
Queensland,3,Mining,B,Supply,Distributed,ML, np , np , np ,"4,299.67","4,247.69","4,564.72","4,561.78", np 
Queensland,3,Manufacturing,C,Supply,Distributed,ML, np , np , np ,173.9529,199.1932,203.2712,205.9522, np 
Queensland,3,Electricity and gas supply,D,Supply,Distributed,ML,"2,355.94","2,961.59","2,980.28","3,880.58","4,220.96","2,864.69","2,147.49","3,439.87"
Queensland,3,"Water supply, sewerage and drainage services",D,Supply,Distributed,ML,"2,513,774.00","2,339,670.00","2,199,580.36","2,172,977.55","1,870,587.00","2,150,971.00","2,270,157.95","2,510,428.90"
Queensland,3,"Waste collection, treatment and disposal services",D,Supply,Distributed,ML, - , - , - , - , - , - , - , - 
Queensland,3,"Total Electricity, gas, water and waste services",D,Supply,Distributed,ML,"2,516,129.94","2,342,631.59","2,202,560.64","2,176,858.13","1,874,807.96","2,153,835.69","2,272,305.44","2,513,868.77"
Queensland,3,Other industries,E -S,Supply,Distributed,ML, na , na , na , na , na , na , na , na 
Queensland,3,Total industry,Total industry,Supply,Distributed,ML,"2,520,114.25","2,346,910.54","2,206,780.99","2,181,331.76","1,879,254.85","2,158,603.69","2,277,073.18","2,518,307.00"
Queensland,3,Households (e),HH,Supply,Distributed,ML, - , - , - , - , - , - , - , - 
Queensland,3,Environment,Environment,Supply,Distributed,ML, - , - , - , - , - , - , - , - 
Queensland,3,Total,Total,Supply,Distributed,ML,"2,520,114.25","2,346,910.54","2,206,780.99","2,181,331.76","1,879,254.85","2,158,603.69","2,277,073.18","2,518,307.00"
Queensland,3,"Agriculture, forestry and fishing (d)",A,Supply,Wastewater (a),ML, na , na , na , na , na , na , na , na 
Queensland,3,Mining,B,Supply,Wastewater (a),ML, na , na , na , na , na , na , na , na 
Queensland,3,Manufacturing,C,Supply,Wastewater (a),ML, na , na , na , na , na , na , na , na 
Queensland,3,Electricity and gas supply,D,Supply,Wastewater (a),ML, na , na , na , na , na , na , na , na 
Queensland,3,"Water supply, sewerage and drainage services",D,Supply,Wastewater (a),ML, na , na , na , na , na , na , na , na 
Queensland,3,"Waste collection, treatment and disposal services",D,Supply,Wastewater (a),ML, na , na , na , na , na , na , na , na 
Queensland,3,"Total Electricity, gas, water and waste services",D,Supply,Wastewater (a),ML, na , na , na , na , na , na , na , na 
Queensland,3,Other industries,E -S,Supply,Wastewater (a),ML, na , na , na , na , na , na , na , na 
Queensland,3,Total industry,Total industry,Supply,Wastewater (a),ML, na , na , na , na , na , na , na , na 
Queensland,3,Households (e),HH,Supply,Wastewater (a),ML, na , na , na , na , na , na , na , na 
Queensland,3,Environment,Environment,Supply,Wastewater (a),ML, na , na , na , na , na , na , na , na 
Queensland,3,Total,Total,Supply,Wastewater (a),ML,"378,385.00","358,142.00","364,350.00","384,520.00","371,191.00","379,187.00","403,483.00","479,966.00"
Queensland,3,"Agriculture, forestry and fishing (d)",A,Supply,Reuse,ML, - , - , - , - , - , - , - , - 
Queensland,3,Mining,B,Supply,Reuse,ML, np , np , np ,"8,125.42","8,017.80","8,423.57","8,171.52", np 
Queensland,3,Manufacturing,C,Supply,Reuse,ML,"3,178.94", np ,"3,319.37","3,510.46","3,900.01","3,932.75","3,970.81", np 
Queensland,3,Electricity and gas supply,D,Supply,Reuse,ML, np ,165.31, np ,216.6066, np ,159.9016,119.869,192.0069
Queensland,3,"Water supply, sewerage and drainage services",D,Supply,Reuse,ML,"57,638.00","57,479.00","53,044.66","45,867.00","49,012.00","47,292.00","47,461.00","45,072.00"
Queensland,3,"Waste collection, treatment and disposal services",D,Supply,Reuse,ML, - , - , - , - , np , - , - , - 
Queensland,3,"Total Electricity, gas, water and waste services",D,Supply,Reuse,ML, np ,"57,644.62", np ,"46,083.98","49,247.98","47,452.23","47,581.23","45,264.39"
Queensland,3,Other industries,E -S,Supply,Reuse,ML, na , na , na , na , na , na , na , na 
Queensland,3,Total industry,Total industry,Supply,Reuse,ML,"68,074.48","68,472.38","64,041.76","57,719.86","61,165.78","59,808.55","59,723.56","55,444.57"
Queensland,3,Households (e),HH,Supply,Reuse,ML, - , - , - , - , - , - , - , - 
Queensland,3,Environment,Environment,Supply,Reuse,ML, - , - , - , - , - , - , - , - 
Queensland,3,Total,Total,Supply,Reuse,ML,"68,074.48","68,472.38","64,041.76","57,719.86","61,165.78","59,808.55","59,723.56","55,444.57"
Queensland,3,"Agriculture, forestry and fishing (d)",A,Supply,Return flows (b),ML, na , na , na , na , na , na , na , na 
Queensland,3,Mining,B,Supply,Return flows (b),ML, np , np , np ,"87,384.34","74,979.46","75,102.64","78,829.97","69,697.01"
Queensland,3,Manufacturing,C,Supply,Return flows (b),ML, np , np , np ,"30,208.19","35,391.50","41,247.29","45,911.94","35,680.68"
Queensland,3,Electricity and gas supply,D,Supply,Return flows (b),ML,"713,259.47","691,693.37","594,633.05","663,299.43","668,555.81","682,618.83","631,274.17","744,544.39"
Queensland,3,"Water supply, sewerage and drainage services",D,Supply,Return flows (b),ML,"321,373.00","301,534.00","312,157.43","338,657.00","314,124.00","315,855.00","346,660.00","419,218.00"
Queensland,3,"Waste collection, treatment and disposal services",D,Supply,Return flows (b),ML,6.234,6.7474,7.6314,8.2975,8.2244,7.2944,8.0201,8.4053
Queensland,3,"Total Electricity, gas, water and waste services",D,Supply,Return flows (b),ML,"1,034,638.70","993,234.12","906,798.11","1,001,964.73","982,688.03","998,481.13","977,942.19","1,163,770.79"
Queensland,3,Other industries,E -S,Supply,Return flows (b),ML, na , na , na , na , na , na , na , na 
Queensland,3,Total industry,Total industry,Supply,Return flows (b),ML,"1,155,576.96","1,117,363.41","1,023,274.24","1,119,557.26","1,093,058.99","1,114,831.06","1,102,684.11","1,269,148.49"
Queensland,3,Households (e),HH,Supply,Return flows (b),ML, - , - , - , - , - , - , - , - 
Queensland,3,Environment,Environment,Supply,Return flows (b),ML, - , - , - , - , - , - , - , - 
Queensland,3,Total,Total,Supply,Return flows (b),ML,"1,155,576.96","1,117,363.41","1,023,274.24","1,119,557.26","1,093,058.99","1,114,831.06","1,102,684.11","1,269,148.49"
Queensland,3,"Agriculture, forestry and fishing (d)",A,Use,Surface water,ML,"608,542.12","508,862.16","670,915.22","661,036.42","403,303.07","297,791.57","412,786.39","442,447.64"
Queensland,3,Mining,B,Use,Surface water,ML,"118,299.68","115,174.14","114,226.94","104,792.96","88,152.27","85,749.97","98,682.29","110,260.21"
Queensland,3,Manufacturing,C,Use,Surface water,ML,"69,815.61","69,864.58","70,261.59","73,844.59","72,121.03","69,750.32","82,516.24","68,994.27"
Queensland,3,Electricity and gas supply,D,Use,Surface water,ML,"713,278.73","691,702.37","594,633.01", np , np , np , np , np 
Queensland,3,"Water supply, sewerage and drainage services",D,Use,Surface water,ML,"2,424,483.00","2,240,873.00","2,109,669.88","2,071,448.08","1,757,575.00","2,029,346.00","2,150,526.95","2,410,501.90"
Queensland,3,"Waste collection, treatment and disposal services",D,Use,Surface water,ML, - , - ,62.2057, np , np , np , np , np 
Queensland,3,"Total Electricity, gas, water and waste services",D,Use,Surface water,ML,"3,137,761.73","2,932,575.37","2,704,365.09","2,735,005.33","2,426,376.27", np ,"2,782,032.47","3,155,129.65"
Queensland,3,Other industries,E -S,Use,Surface water,ML,"8,235.62","8,095.55","8,818.78","9,230.31","9,254.70", np ,"8,103.73","8,260.31"
Queensland,3,Total industry,Total industry,Use,Surface water,ML,"3,942,654.75","3,634,571.79","3,568,587.62","3,583,909.60","2,999,207.35","3,174,133.78","3,384,121.13","3,785,092.08"
Queensland,3,Households (e),HH,Use,Surface water,ML, na , na , na , na , na , na , na , na 
Queensland,3,Environment,Environment,Use,Surface water,ML, - , - , - , - , - , - , - , - 
Queensland,3,Total,Total,Use,Surface water,ML,"3,942,654.75","3,634,571.79","3,568,587.62","3,583,909.60","2,999,207.35","3,174,133.78","3,384,121.13","3,785,092.08"
Queensland,3,"Agriculture, forestry and fishing (d)",A,Use,Groundwater,ML,"570,369.50","698,013.02","573,252.19","656,611.13","567,392.82","542,695.36","546,344.08","344,279.48"
Queensland,3,Mining,B,Use,Groundwater,ML,"105,213.16","114,319.49","103,670.86","109,607.73","104,390.11","105,647.15","98,156.04","71,379.44"
Queensland,3,Manufacturing,C,Use,Groundwater,ML,"30,276.94","26,614.34","19,201.21","21,336.57","20,989.99","26,707.42","26,491.49","25,994.03"
Queensland,3,Electricity and gas supply,D,Use,Groundwater,ML,"3,253.22","3,353.07","2,673.37", np , np , np , np , np 
Queensland,3,"Water supply, sewerage and drainage services",D,Use,Groundwater,ML,"87,859.00","96,744.00","87,740.49","98,243.47","106,033.00","107,214.00","99,571.00","86,524.00"
Queensland,3,"Waste collection, treatment and disposal services",D,Use,Groundwater,ML, - , np , np , np , np , np , np , np 
Queensland,3,"Total Electricity, gas, water and waste services",D,Use,Groundwater,ML,"91,112.22", np , np ,"100,814.74","108,807.38","110,041.53","102,294.36","89,229.95"
Queensland,3,Other industries,E -S,Use,Groundwater,ML,"5,806.58", np , np ,"6,507.89","6,525.09","6,142.21","5,713.59","5,823.99"
