"4610.0 Water Account, Australia, 2021-22",,,,,,,,,,,,,,
Released at 11:30 am (Canberra time) 19 October 2023,,,,,,,,,,,,,,
"Physical Water Supply and Use, by Water Type, Australia and state/territory (Megalitres), 2014-15 to 2021-22",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Geography Description,Geography Code,Industry,ANZSIC Division Code,Supply/Use,Product,Unit,   2014-15   ,   2015-16   ,   2016-17   ,   2017-18   ,   2018-19   ,   2019-20   ,   2020-21   ,  2021-22  
South Australia,4,Other industries,E -S,Use,Surface water,ML,"2,260.71","2,468.21", np ,"2,199.76","2,342.08","2,392.77","2,289.94","2,260.12"
South Australia,4,Total industry,Total industry,Use,Surface water,ML,"562,297.50","591,805.34","491,172.45","555,368.78","570,652.32","575,059.01","622,799.69","553,141.44"
South Australia,4,Households (e),HH,Use,Surface water,ML, na , na , na , na , na , na , na , na 
South Australia,4,Environment,Environment,Use,Surface water,ML, - , - , - , - , - , - , - , - 
South Australia,4,Total,Total,Use,Surface water,ML,"562,297.50","591,805.34","491,172.45","555,368.78","570,652.32","575,059.01","622,799.69","553,141.44"
South Australia,4,"Agriculture, forestry and fishing (d)",A,Use,Groundwater,ML,"310,821.28","384,592.82","244,508.74","243,194.73","287,355.94","336,970.27","350,482.02","350,561.21"
South Australia,4,Mining,B,Use,Groundwater,ML, np ,"44,339.05","38,102.57","36,887.97","34,351.16","35,657.68","38,543.52","37,949.71"
South Australia,4,Manufacturing,C,Use,Groundwater,ML,"9,048.11", np , np ,"16,517.91","14,481.31","12,298.86","12,574.44","11,415.60"
South Australia,4,Electricity and gas supply,D,Use,Groundwater,ML,"1,348.92","1,376.00",345.6378, np , np , np , np , np 
South Australia,4,"Water supply, sewerage and drainage services",D,Use,Groundwater,ML,"14,036.00","15,217.00","13,476.94", np ,"13,691.00","12,463.00","13,443.00","13,390.00"
South Australia,4,"Waste collection, treatment and disposal services",D,Use,Groundwater,ML, np , np , np , np , np , np , np , np 
South Australia,4,"Total Electricity, gas, water and waste services",D,Use,Groundwater,ML, np , np , np ,"14,105.25","14,047.37","12,820.40","13,795.43","13,722.38"
South Australia,4,Other industries,E -S,Use,Groundwater,ML,"3,783.74","4,131.02", np ,"3,681.71","3,919.92","4,004.75","3,832.66","3,782.74"
South Australia,4,Total industry,Total industry,Use,Groundwater,ML,"384,936.06","455,806.64","313,153.38","314,387.57","354,155.70","401,751.96","419,228.06","417,431.63"
South Australia,4,Households (e),HH,Use,Groundwater,ML, na , na , na , na , na , na , na , na 
South Australia,4,Environment,Environment,Use,Groundwater,ML, - , - , - , - , - , - , - , - 
South Australia,4,Total,Total,Use,Groundwater,ML,"384,936.06","455,806.64","313,153.38","314,387.57","354,155.70","401,751.96","419,228.06","417,431.63"
South Australia,4,"Agriculture, forestry and fishing (d)",A,Use,Sea water for desalination,ML, - , - , - , - , - , - , - , - 
South Australia,4,Mining,B,Use,Sea water for desalination,ML, - , np , - , - , - , - , - , np 
South Australia,4,Manufacturing,C,Use,Sea water for desalination,ML,"1,554.03", np ,"1,717.49","1,650.00","1,650.00","3,899.35","4,049.64", np 
South Australia,4,Electricity and gas supply,D,Use,Sea water for desalination,ML, - , - , - , - , - , - , - , - 
South Australia,4,"Water supply, sewerage and drainage services",D,Use,Sea water for desalination,ML,"22,836.00","7,780.00","4,189.95","4,341.00","4,999.00","40,081.00","5,225.00","5,423.00"
South Australia,4,"Waste collection, treatment and disposal services",D,Use,Sea water for desalination,ML, - , - , - , - , - , - , - , - 
South Australia,4,"Total Electricity, gas, water and waste services",D,Use,Sea water for desalination,ML,"22,836.00","7,780.00","4,189.95","4,341.00","4,999.00","40,081.00","5,225.00","5,423.00"
South Australia,4,Other industries,E -S,Use,Sea water for desalination,ML, - , - , - , - , - , - , - , - 
South Australia,4,Total industry,Total industry,Use,Sea water for desalination,ML,"24,390.03","9,414.30","5,907.43","5,991.00","6,649.00","43,980.35","9,274.64","9,308.17"
South Australia,4,Households (e),HH,Use,Sea water for desalination,ML, na , na , na , na , na , na , na , na 
South Australia,4,Environment,Environment,Use,Sea water for desalination,ML, - , - , - , - , - , - , - , - 
South Australia,4,Total,Total,Use,Sea water for desalination,ML,"24,390.03","9,414.30","5,907.43","5,991.00","6,649.00","43,980.35","9,274.64","9,308.17"
South Australia,4,"Agriculture, forestry and fishing (d)",A,Use,Self-extracted,ML,"380,937.72","433,904.59","290,186.46","296,737.98","339,561.70","386,312.65","399,295.98","385,451.25"
South Australia,4,Mining,B,Use,Self-extracted,ML, np , np , np ,"37,978.98","35,554.11","36,722.72","39,957.98","39,665.77"
South Australia,4,Manufacturing,C,Use,Self-extracted,ML,"25,042.77","20,789.56","26,575.32","29,922.96","27,156.11","27,167.43","30,811.12","26,975.74"
South Australia,4,Electricity and gas supply,D,Use,Self-extracted,ML,"7,831.18","7,597.55","3,658.70", np , np , np , np , np 
South Australia,4,"Water supply, sewerage and drainage services",D,Use,Self-extracted,ML,"504,177.84","542,432.58","445,154.25", np ,"513,680.13","553,978.79","571,443.97","519,017.00"
South Australia,4,"Waste collection, treatment and disposal services",D,Use,Self-extracted,ML, np , np , np , np , np , np , np , np 
South Australia,4,"Total Electricity, gas, water and waste services",D,Use,Self-extracted,ML, np , np , np ,"505,225.95","522,923.09","564,190.99","575,114.71","521,745.63"
South Australia,4,Other industries,E -S,Use,Self-extracted,ML,"6,044.45","6,599.23","5,381.53","5,881.47","6,262.01","6,397.52","6,122.60","6,042.85"
South Australia,4,Total industry,Total industry,Use,Self-extracted,ML,"971,623.60","1,057,026.28","810,233.27","875,747.35","931,457.02","1,020,791.32","1,051,302.39","979,881.25"
South Australia,4,Households (e),HH,Use,Self-extracted,ML, na , na , na , na , na , na , na , na 
South Australia,4,Environment,Environment,Use,Self-extracted,ML, - , - , - , - , - , - , - , - 
South Australia,4,Total,Total,Use,Self-extracted,ML,"971,623.60","1,057,026.28","810,233.27","875,747.35","931,457.02","1,020,791.32","1,051,302.39","979,881.25"
South Australia,4,"Agriculture, forestry and fishing (d)",A,Use,Distributed,ML, np , np , np ,"289,491.11","288,455.60","322,159.50","338,952.75","287,843.00"
South Australia,4,Mining,B,Use,Distributed,ML, np , np , np ,"4,080.00","4,564.00","4,851.00","3,295.00", np 
South Australia,4,Manufacturing,C,Use,Distributed,ML,"14,077.00","14,526.00","12,897.00","13,533.00","13,228.00","13,413.00", np , np 
South Australia,4,Electricity and gas supply,D,Use,Distributed,ML,408,740,347,196,277,192,132,163
South Australia,4,"Water supply, sewerage and drainage services",D,Use,Distributed,ML,"34,890.00","21,214.00","26,348.52","20,709.00","31,012.00","40,099.00","39,021.00","36,398.00"
South Australia,4,"Waste collection, treatment and disposal services",D,Use,Distributed,ML, np , np , np ,117.9837,129.5257,127.5218,115.3648,112.219
South Australia,4,"Total Electricity, gas, water and waste services",D,Use,Distributed,ML, np , np , np ,"21,022.98","31,418.53","40,418.52","39,268.36","36,673.22"
South Australia,4,Other industries,E -S,Use,Distributed,ML,"35,928.58","39,219.91","31,879.70","34,815.15","37,039.57","37,831.96", np , np 
South Australia,4,Total industry,Total industry,Use,Distributed,ML,"381,277.43","409,943.67","330,156.62","362,942.24","374,705.70","418,673.98","431,178.01","378,890.26"
South Australia,4,Households (e),HH,Use,Distributed,ML,"123,567.00","133,207.67","115,436.78","136,295.46","139,405.75","135,732.41","140,684.70","140,516.87"
South Australia,4,Environment,Environment,Use,Distributed,ML, - , - , - , - , - , - , - , - 
South Australia,4,Total,Total,Use,Distributed,ML,"504,844.43","543,151.34","445,593.40","499,237.70","514,111.45","554,406.38","571,862.71","519,407.13"
South Australia,4,"Agriculture, forestry and fishing (d)",A,Use,Wastewater (c),ML, na , na , na , na , na , na , na , na 
South Australia,4,Mining,B,Use,Wastewater (c),ML, na , na , na , na , na , na , na , na 
South Australia,4,Manufacturing,C,Use,Wastewater (c),ML, na , na , na , na , na , na , na , na 
South Australia,4,Electricity and gas supply,D,Use,Wastewater (c),ML, na , na , na , na , na , na , na , na 
South Australia,4,"Water supply, sewerage and drainage services",D,Use,Wastewater (c),ML,"116,636.00","118,526.00","131,883.83","133,609.70","119,957.00","122,609.00","123,822.00","127,247.00"
South Australia,4,"Waste collection, treatment and disposal services",D,Use,Wastewater (c),ML, na , na , na , na , na , na , na , na 
South Australia,4,"Total Electricity, gas, water and waste services",D,Use,Wastewater (c),ML,"116,636.00","118,526.00","131,883.83","133,609.70","119,957.00","122,609.00","123,822.00","127,247.00"
South Australia,4,Other industries,E -S,Use,Wastewater (c),ML, na , na , na , na , na , na , na , na 
South Australia,4,Total industry,Total industry,Use,Wastewater (c),ML,"116,636.00","118,526.00","131,883.83","133,609.70","119,957.00","122,609.00","123,822.00","127,247.00"
South Australia,4,Households (e),HH,Use,Wastewater (c),ML, na , na , na , na , na , na , na , na 
South Australia,4,Environment,Environment,Use,Wastewater (c),ML, na , na , na , na , na , na , na , na 
South Australia,4,Total,Total,Use,Wastewater (c),ML,"116,636.00","118,526.00","131,883.83","133,609.70","119,957.00","122,609.00","123,822.00","127,247.00"
South Australia,4,"Agriculture, forestry and fishing (d)",A,Use,Reuse,ML,"22,032.00","24,777.00","15,889.87","26,652.00","29,393.00","23,003.00","20,896.00","28,117.00"
South Australia,4,Mining,B,Use,Reuse,ML, np , np , np ,848,829,613, np , np 
South Australia,4,Manufacturing,C,Use,Reuse,ML,569,571,518,486,556,482, np ,422
South Australia,4,Electricity and gas supply,D,Use,Reuse,ML, - , - , - , - , - , - , - , - 
South Australia,4,"Water supply, sewerage and drainage services",D,Use,Reuse,ML,"12,019.00","10,250.00","11,995.27","3,462.00","3,950.00","5,732.00","5,675.00","12,769.00"
South Australia,4,"Waste collection, treatment and disposal services",D,Use,Reuse,ML, - , - , - , - , - , - , - , - 
South Australia,4,"Total Electricity, gas, water and waste services",D,Use,Reuse,ML,"12,019.00","10,250.00","11,995.27","3,462.00","3,950.00","5,732.00","5,675.00","12,769.00"
South Australia,4,Other industries,E -S,Use,Reuse,ML, np , np , np ,"7,510.86","7,310.96","8,033.89","7,973.22", np 
South Australia,4,Total industry,Total industry,Use,Reuse,ML,"43,806.95","43,922.68","35,558.58","38,958.86","42,038.96","37,863.89","34,984.22","50,253.58"
South Australia,4,Households (e),HH,Use,Reuse,ML,391,421,233,384,723,479,568,608
South Australia,4,Environment,Environment,Use,Reuse,ML, - , - , - , - , - , - , - , - 
South Australia,4,Total,Total,Use,Reuse,ML,"44,197.95","44,343.68","35,791.58","39,342.86","42,761.96","38,342.89","35,552.22","50,861.58"
South Australia,4,"Agriculture, forestry and fishing (d)",A,Use,Return flows (b),ML, - , - , - , - , - , - , - , - 
South Australia,4,Mining,B,Use,Return flows (b),ML, - , - , - , - , - , - , - , - 
South Australia,4,Manufacturing,C,Use,Return flows (b),ML, - , - , - , - , - , - , - , - 
South Australia,4,Electricity and gas supply,D,Use,Return flows (b),ML, - , - , - , - , - , - , - , - 
South Australia,4,"Water supply, sewerage and drainage services",D,Use,Return flows (b),ML, - , - , - , - , - , - , - , - 
South Australia,4,"Waste collection, treatment and disposal services",D,Use,Return flows (b),ML, - , - , - , - , - , - , - , - 
South Australia,4,"Total Electricity, gas, water and waste services",D,Use,Return flows (b),ML, - , - , - , - , - , - , - , - 
South Australia,4,Other industries,E -S,Use,Return flows (b),ML, - , - , - , - , - , - , - , - 
South Australia,4,Total industry,Total industry,Use,Return flows (b),ML, - , - , - , - , - , - , - , - 
South Australia,4,Households (e),HH,Use,Return flows (b),ML, - , - , - , - , - , - , - , - 
South Australia,4,Environment,Environment,Use,Return flows (b),ML,"118,232.08","119,796.00","134,959.56","136,857.74","103,090.27","109,839.07","106,176.72","110,560.26"
South Australia,4,Total,Total,Use,Return flows (b),ML,"118,232.08","119,796.00","134,959.56","136,857.74","103,090.27","109,839.07","106,176.72","110,560.26"
Western Australia,5,"Agriculture, forestry and fishing (d)",A,Supply,Self-extracted,ML, - , - , - , - , - , - , - , - 
Western Australia,5,Mining,B,Supply,Self-extracted,ML, - , - , - , - , - , - , - , - 
Western Australia,5,Manufacturing,C,Supply,Self-extracted,ML, - , - , - , - , - , - , - , - 
Western Australia,5,Electricity and gas supply,D,Supply,Self-extracted,ML, - , - , - , - , - , - , - , - 
Western Australia,5,"Water supply, sewerage and drainage services",D,Supply,Self-extracted,ML, - , - , - , - , - , - , - , - 
Western Australia,5,"Waste collection, treatment and disposal services",D,Supply,Self-extracted,ML, - , - , - , - , - , - , - , - 
Western Australia,5,"Total Electricity, gas, water and waste services",D,Supply,Self-extracted,ML, - , - , - , - , - , - , - , - 
Western Australia,5,Other industries,E -S,Supply,Self-extracted,ML, - , - , - , - , - , - , - , - 
Western Australia,5,Total industry,Total industry,Supply,Self-extracted,ML, - , - , - , - , - , - , - , - 
Western Australia,5,Households (e),HH,Supply,Self-extracted,ML, - , - , - , - , - , - , - , - 
Western Australia,5,Environment,Environment,Supply,Self-extracted,ML,"3,414,855.86","3,509,426.29","3,511,016.72","3,573,067.66","3,740,788.71","3,658,357.64","3,055,330.86","2,712,578.96"
Western Australia,5,Total,Total,Supply,Self-extracted,ML,"3,414,855.86","3,509,426.29","3,511,016.72","3,573,067.66","3,740,788.71","3,658,357.64","3,055,330.86","2,712,578.96"
Western Australia,5,"Agriculture, forestry and fishing (d)",A,Supply,Distributed,ML, - , - , - , - , - , - , - , - 
Western Australia,5,Mining,B,Supply,Distributed,ML,"8,696.92","9,674.10","10,084.94","10,202.68","11,360.88","11,728.41","11,588.74","12,343.66"
Western Australia,5,Manufacturing,C,Supply,Distributed,ML,11.8839, np ,11.5802,13.3761,12.5101,12.1227,12.8186,13.8055
Western Australia,5,Electricity and gas supply,D,Supply,Distributed,ML,546.7587, np ,649.7035,624.1427,714.6915,585.3885,423.9053,693.4161
Western Australia,5,"Water supply, sewerage and drainage services",D,Supply,Distributed,ML,"623,996.00","590,532.00","599,889.94","645,678.60","728,581.00","747,037.00","691,681.00","718,136.00"
Western Australia,5,"Waste collection, treatment and disposal services",D,Supply,Distributed,ML, - , - , - , - , - , - , - , - 
Western Australia,5,"Total Electricity, gas, water and waste services",D,Supply,Distributed,ML,"624,542.76", np ,"600,539.65","646,302.74","729,295.69","747,622.39","692,104.91","718,829.42"
Western Australia,5,Other industries,E -S,Supply,Distributed,ML, na , na , na , na , na , na , na , na 
Western Australia,5,Total industry,Total industry,Supply,Distributed,ML,"633,251.56","600,852.60","610,636.16","656,518.80","740,669.08","759,362.92","703,706.46","731,186.88"
Western Australia,5,Households (e),HH,Supply,Distributed,ML, - , - , - , - , - , - , - , - 
Western Australia,5,Environment,Environment,Supply,Distributed,ML, - , - , - , - , - , - , - , - 
Western Australia,5,Total,Total,Supply,Distributed,ML,"633,251.56","600,852.60","610,636.16","656,518.80","740,669.08","759,362.92","703,706.46","731,186.88"
Western Australia,5,"Agriculture, forestry and fishing (d)",A,Supply,Wastewater (a),ML, na , na , na , na , na , na , na , na 
Western Australia,5,Mining,B,Supply,Wastewater (a),ML, na , na , na , na , na , na , na , na 
Western Australia,5,Manufacturing,C,Supply,Wastewater (a),ML, na , na , na , na , na , na , na , na 
Western Australia,5,Electricity and gas supply,D,Supply,Wastewater (a),ML, na , na , na , na , na , na , na , na 
Western Australia,5,"Water supply, sewerage and drainage services",D,Supply,Wastewater (a),ML, na , na , na , na , na , na , na , na 
Western Australia,5,"Waste collection, treatment and disposal services",D,Supply,Wastewater (a),ML, na , na , na , na , na , na , na , na 
Western Australia,5,"Total Electricity, gas, water and waste services",D,Supply,Wastewater (a),ML, na , na , na , na , na , na , na , na 
Western Australia,5,Other industries,E -S,Supply,Wastewater (a),ML, na , na , na , na , na , na , na , na 
Western Australia,5,Total industry,Total industry,Supply,Wastewater (a),ML, na , na , na , na , na , na , na , na 
Western Australia,5,Households (e),HH,Supply,Wastewater (a),ML, na , na , na , na , na , na , na , na 
Western Australia,5,Environment,Environment,Supply,Wastewater (a),ML, na , na , na , na , na , na , na , na 
Western Australia,5,Total,Total,Supply,Wastewater (a),ML,"166,852.00","166,061.00","167,658.27","168,373.90","168,245.00","168,382.00","173,382.00","179,609.00"
Western Australia,5,"Agriculture, forestry and fishing (d)",A,Supply,Reuse,ML, - , - , - , - , - , - , - , - 
Western Australia,5,Mining,B,Supply,Reuse,ML,"14,071.41","15,576.96","16,347.15","16,519.08","18,375.36","19,030.08","18,851.97", np 
Western Australia,5,Manufacturing,C,Supply,Reuse,ML,726.3347, np ,501.2475,516.5734,560.2441,570.885,590.7752, np 
Western Australia,5,Electricity and gas supply,D,Supply,Reuse,ML,30.519, np ,36.2652,34.8384,39.8927,32.6753,23.6616,38.7051
Western Australia,5,"Water supply, sewerage and drainage services",D,Supply,Reuse,ML,"22,869.00","24,000.00","23,023.18","19,057.60","19,285.00","21,159.00","22,629.00","22,630.00"
Western Australia,5,"Waste collection, treatment and disposal services",D,Supply,Reuse,ML, - , - , - , - , - , - , - , - 
Western Australia,5,"Total Electricity, gas, water and waste services",D,Supply,Reuse,ML,"22,899.65", np ,"23,059.61","19,092.61","19,325.06","21,191.82","22,652.84","22,668.90"
Western Australia,5,Other industries,E -S,Supply,Reuse,ML, na , na , na , na , na , na , na , na 
Western Australia,5,Total industry,Total industry,Supply,Reuse,ML,"37,697.40","40,312.67","39,908.01","36,128.27","38,260.67","40,792.78","42,095.58","44,025.02"
Western Australia,5,Households (e),HH,Supply,Reuse,ML, - , - , - , - , - , - , - , - 
Western Australia,5,Environment,Environment,Supply,Reuse,ML, - , - , - , - , - , - , - , - 
Western Australia,5,Total,Total,Supply,Reuse,ML,"37,697.40","40,312.67","39,908.01","36,128.27","38,260.67","40,792.78","42,095.58","44,025.02"
Western Australia,5,"Agriculture, forestry and fishing (d)",A,Supply,Return flows (b),ML, na , na , na , na , na , na , na , na 
Western Australia,5,Mining,B,Supply,Return flows (b),ML, np , np ,"383,063.72","360,609.63","394,860.82","419,939.40","481,668.55","536,687.88"
Western Australia,5,Manufacturing,C,Supply,Return flows (b),ML, np , np ,"11,127.57","11,071.00","10,562.13", np , np ,"13,089.05"
Western Australia,5,Electricity and gas supply,D,Supply,Return flows (b),ML,"1,851,635.30","1,946,610.93","1,909,025.64","1,982,332.57","1,948,418.79","1,845,308.23","1,148,906.04","686,630.65"
Western Australia,5,"Water supply, sewerage and drainage services",D,Supply,Return flows (b),ML,"144,066.00","142,184.00","144,756.82","149,339.30","150,093.00", np , np ,"174,211.00"
Western Australia,5,"Waste collection, treatment and disposal services",D,Supply,Return flows (b),ML,2.9117,3.0782,3.7239,3.8113,3.6904, np ,3.8886,4.2844
Western Australia,5,"Total Electricity, gas, water and waste services",D,Supply,Return flows (b),ML,"1,995,704.21","2,088,798.01","2,053,786.19","2,131,675.68","2,098,515.48", np , np ,"860,845.94"
Western Australia,5,Other industries,E -S,Supply,Return flows (b),ML, na , na , na , na , na , na , na , na 
Western Australia,5,Total industry,Total industry,Supply,Return flows (b),ML,"2,338,977.85","2,446,758.16","2,447,977.47","2,503,356.31","2,503,938.43","2,428,228.67","1,801,392.31","1,410,622.86"
Western Australia,5,Households (e),HH,Supply,Return flows (b),ML, - , - , - , - , - , - , - , - 
Western Australia,5,Environment,Environment,Supply,Return flows (b),ML, - , - , - , - , - , - , - , - 
Western Australia,5,Total,Total,Supply,Return flows (b),ML,"2,338,977.85","2,446,758.16","2,447,977.47","2,503,356.31","2,503,938.43","2,428,228.67","1,801,392.31","1,410,622.86"
Western Australia,5,"Agriculture, forestry and fishing (d)",A,Use,Surface water,ML,"81,498.71","88,604.03","81,432.41","65,078.64","95,661.06","73,879.15","71,332.16","48,181.17"
Western Australia,5,Mining,B,Use,Surface water,ML,"59,380.11","54,493.22","54,553.84","54,326.17","50,277.30","41,602.74","76,011.78", np 
Western Australia,5,Manufacturing,C,Use,Surface water,ML,"29,256.99","27,753.46","28,158.76","38,970.66","39,391.86","27,397.41","27,169.28", np 
Western Australia,5,Electricity and gas supply,D,Use,Surface water,ML,"1,851,635.24","1,946,610.87","1,909,025.60", np , np , np , np , np 
Western Australia,5,"Water supply, sewerage and drainage services",D,Use,Surface water,ML,"304,033.00","237,032.00","236,197.94", np , np , np , np , np 
Western Australia,5,"Waste collection, treatment and disposal services",D,Use,Surface water,ML, - , - ,76.3374,116.7569,115.8542,13.7327,114.4317,116.5836
Western Australia,5,"Total Electricity, gas, water and waste services",D,Use,Surface water,ML,"2,155,668.29","2,183,642.97","2,145,299.88","2,275,411.94", np ,"2,240,082.08","1,481,272.57","1,077,817.17"
Western Australia,5,Other industries,E -S,Use,Surface water,ML,"1,578.01","1,552.29","1,508.74","1,412.71", np ,"1,379.84","1,362.08","1,388.14"
Western Australia,5,Total industry,Total industry,Use,Surface water,ML,"2,327,382.10","2,356,045.97","2,310,953.63","2,435,200.12","2,579,455.45","2,384,341.22","1,657,147.87","1,240,310.37"
Western Australia,5,Households (e),HH,Use,Surface water,ML, na , na , na , na , na , na , na , na 
Western Australia,5,Environment,Environment,Use,Surface water,ML, - , - , - , - , - , - , - , - 
Western Australia,5,Total,Total,Use,Surface water,ML,"2,327,382.10","2,356,045.97","2,310,953.63","2,435,200.12","2,579,455.45","2,384,341.22","1,657,147.87","1,240,310.37"
Western Australia,5,"Agriculture, forestry and fishing (d)",A,Use,Groundwater,ML,"104,703.41","120,647.89","120,598.59","107,588.44","132,224.24","132,721.30","154,276.89","170,298.11"
Western Australia,5,Mining,B,Use,Groundwater,ML,"592,572.03","610,973.04","644,040.30","605,811.15","612,545.79","652,532.59","746,724.91","825,001.97"
Western Australia,5,Manufacturing,C,Use,Groundwater,ML,"28,423.92","27,546.36","28,922.58","28,106.54","27,915.58","30,296.82","32,467.37","32,249.57"
Western Australia,5,Electricity and gas supply,D,Use,Groundwater,ML,"11,009.40","11,133.25","14,598.25", np , np , np , np , np 
Western Australia,5,"Water supply, sewerage and drainage services",D,Use,Groundwater,ML,"200,079.00","214,425.00","213,439.00", np ,"194,921.00", np ,"215,347.00","210,430.00"
Western Australia,5,"Waste collection, treatment and disposal services",D,Use,Groundwater,ML, np , np ,1.3947, np , np , np , np , np 
Western Australia,5,"Total Electricity, gas, water and waste services",D,Use,Groundwater,ML, np , np ,"228,038.64","216,377.00","208,363.96","226,692.63","229,081.50","224,721.86"
Western Australia,5,Other industries,E -S,Use,Groundwater,ML, np , np ,"18,423.51","17,250.87","17,359.32","16,849.48","16,632.67","16,950.83"
Western Australia,5,Total industry,Total industry,Use,Groundwater,ML,"956,059.01","1,003,681.30","1,040,023.62","975,133.99","998,408.90","1,059,092.82","1,179,183.33","1,269,222.34"
Western Australia,5,Households (e),HH,Use,Groundwater,ML, na , na , na , na , na , na , na , na 
Western Australia,5,Environment,Environment,Use,Groundwater,ML, - , - , - , - , - , - , - , - 
Western Australia,5,Total,Total,Use,Groundwater,ML,"956,059.01","1,003,681.30","1,040,023.62","975,133.99","998,408.90","1,059,092.82","1,179,183.33","1,269,222.34"
Western Australia,5,"Agriculture, forestry and fishing (d)",A,Use,Sea water for desalination,ML, - , - , - , - , - , - , - , - 
Western Australia,5,Mining,B,Use,Sea water for desalination,ML,"10,248.00","9,942.11","9,707.47","12,279.58","72,282.87","73,286.36","73,345.34", np 
Western Australia,5,Manufacturing,C,Use,Sea water for desalination,ML,"1,200.12",600.6384, - ,"1,314.00","1,075.06","1,314.00","1,500.00", np 
Western Australia,5,Electricity and gas supply,D,Use,Sea water for desalination,ML, - , - , - , - , - , - , - , - 
Western Australia,5,"Water supply, sewerage and drainage services",D,Use,Sea water for desalination,ML,"119,884.00","139,075.00","150,253.00","149,066.00", np , np ,"144,083.00","116,636.00"
Western Australia,5,"Waste collection, treatment and disposal services",D,Use,Sea water for desalination,ML, - , - , - , - , np , np , - , - 
Western Australia,5,"Total Electricity, gas, water and waste services",D,Use,Sea water for desalination,ML,"119,884.00","139,075.00","150,253.00","149,066.00","89,492.00","140,251.00","144,083.00","116,636.00"
Western Australia,5,Other industries,E -S,Use,Sea water for desalination,ML,82.6205,81.274,78.9935,73.9656,74.4306,72.2446,71.315,72.6792
Western Australia,5,Total industry,Total industry,Use,Sea water for desalination,ML,"131,414.75","149,699.02","160,039.47","162,733.54","162,924.36","214,923.61","218,999.66","203,046.25"
Western Australia,5,Households (e),HH,Use,Sea water for desalination,ML, na , na , na , na , na , na , na , na 
Western Australia,5,Environment,Environment,Use,Sea water for desalination,ML, - , - , - , - , - , - , - , - 
Western Australia,5,Total,Total,Use,Sea water for desalination,ML,"131,414.75","149,699.02","160,039.47","162,733.54","162,924.36","214,923.61","218,999.66","203,046.25"
Western Australia,5,"Agriculture, forestry and fishing (d)",A,Use,Self-extracted,ML,"186,202.12","209,251.92","202,031.00","172,667.08","227,885.30","206,600.45","225,609.05","218,479.28"
Western Australia,5,Mining,B,Use,Self-extracted,ML,"662,200.14","675,408.36","708,301.61","672,416.90","735,105.97","767,421.69","896,082.02","987,535.72"
Western Australia,5,Manufacturing,C,Use,Self-extracted,ML,"58,881.04","55,900.46","57,081.34","68,391.20","68,382.50","59,008.23","61,136.65","68,977.29"
Western Australia,5,Electricity and gas supply,D,Use,Self-extracted,ML,"1,862,644.65","1,957,744.12","1,923,623.85","1,995,055.54","1,961,861.60","1,859,946.96","1,162,636.19","700,916.67"
Western Australia,5,"Water supply, sewerage and drainage services",D,Use,Self-extracted,ML,"623,996.00","590,532.00","599,889.94", np , np , np , np , np 
Western Australia,5,"Waste collection, treatment and disposal services",D,Use,Self-extracted,ML, np , np ,77.7321, np , np , np , np , np 
Western Australia,5,"Total Electricity, gas, water and waste services",D,Use,Self-extracted,ML, np , np ,"2,523,591.53","2,640,854.94", np ,"2,607,025.71","1,854,437.07","1,419,175.03"
Western Australia,5,Other industries,E -S,Use,Self-extracted,ML, np , np ,"20,011.24","18,737.54", np ,"18,301.56","18,066.06","18,411.64"
Western Australia,5,Total industry,Total industry,Use,Self-extracted,ML,"3,414,855.86","3,509,426.29","3,511,016.72","3,573,067.66","3,740,788.71","3,658,357.64","3,055,330.86","2,712,578.96"
Western Australia,5,Households (e),HH,Use,Self-extracted,ML, na , na , na , na , na , na , na , na 
Western Australia,5,Environment,Environment,Use,Self-extracted,ML, - , - , - , - , - , - , - , - 
Western Australia,5,Total,Total,Use,Self-extracted,ML,"3,414,855.86","3,509,426.29","3,511,016.72","3,573,067.66","3,740,788.71","3,658,357.64","3,055,330.86","2,712,578.96"
Western Australia,5,"Agriculture, forestry and fishing (d)",A,Use,Distributed,ML, np , np ,"166,953.61", np , np , np , np , np 
Western Australia,5,Mining,B,Use,Distributed,ML,"16,514.00","21,141.00","18,460.77", np , np , np , np , np 
Western Australia,5,Manufacturing,C,Use,Distributed,ML,"5,028.00","5,570.00","5,368.00","8,153.00","6,333.00","5,938.00", np , np 
Western Australia,5,Electricity and gas supply,D,Use,Distributed,ML, - , - , - , - , - , - , - , - 
Western Australia,5,"Water supply, sewerage and drainage services",D,Use,Distributed,ML,"124,596.00","102,287.00","108,893.27","133,640.60","156,694.00","133,904.00","123,469.00","158,064.00"
Western Australia,5,"Waste collection, treatment and disposal services",D,Use,Distributed,ML, np , np ,296.9634,290.1249,312.8059,334.4014,287.7455,308.8184
Western Australia,5,"Total Electricity, gas, water and waste services",D,Use,Distributed,ML, np , np ,"109,190.24","133,930.72","157,006.81","134,238.40","123,756.75","158,372.82"
Western Australia,5,Other industries,E -S,Use,Distributed,ML,"79,056.15","78,622.11","76,918.67","72,569.54","73,854.78","72,102.32","71,074.83","73,298.11"
Western Australia,5,Total industry,Total industry,Use,Distributed,ML,"390,810.77","355,710.53","376,891.29","422,102.27","504,346.58","512,356.09","455,701.72","479,731.93"
