"4610.0 Water Account, Australia, 2023-24",,,,,,,,,,,,,,,,
Released at 11:30 am (Canberra time) 11 December 2025,,,,,,,,,,,,,,,,
"Monetary Water Supply and Use, by Industry and Water Type, Australia and state/territory (Purchasers' Prices), $ Million, 2014-15 to 2023-24 (a)",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Geography Description,Geography Code,Industry,ANZSIC Division Code,Supply/Use,Product,Unit, 2014-15 , 2015-16 , 2016-17 , 2017-18 , 2018-19 , 2019-20 , 2020-21 , 2021-22 , 2022-23 , 2023-24 
Australia,0,Manufacturing,C,Use,Sewerage and wastewater services ,$m,201.7005,197.2119,203.7766,209.3022,207.5834,204.6918,204.0003,211.6754,207.5537,206.9976
Australia,0,"Electricity, gas and waste services",D,Use,Sewerage and wastewater services ,$m,23.7354,24.9106,32.9997,34.2433,34.3991,33.7373,33.2647,35.1199,34.8634,35.766
Australia,0,"Water supply, sewerage and drainage services",D,Use,Sewerage and wastewater services ,$m,-,-,-,-,-,-,-,-,-,-
Australia,0,"    Total electricity, gas, water and waste services",D,Use,Sewerage and wastewater services ,$m,23.7354,24.9106,32.9997,34.2433,34.3991,33.7373,33.2647,35.1199,34.8634,35.766
Australia,0,Other industries,E -S,Use,Sewerage and wastewater services ,$m,957.5313,986.8939,1011.9012,1044.1719,1067.2132,1066.249,1081.161,1142.5165,1204.2403,1226.5683
Australia,0,Total Industry,Total industry,Use,Sewerage and wastewater services ,$m,1211.0744,1238.9398,1278.8008,1318.5525,1341.1797,1337.2884,1349.8043,1420.6848,1476.9185,1499.4875
Australia,0,Households,HH,Use,Sewerage and wastewater services ,$m,5322.5578,5555.064,5497.1542,5726.7146,5778.2614,6286.5635,6142.3796,6269.9641,6398.4018,6961.4221
Australia,0,Social benefits paid in kind,Social benefits paid in kind,Use,Sewerage and wastewater services ,$m,1.4599,-,-,-,-,-,-,-,-,-
Australia,0,Imports,Imports,Use,Sewerage and wastewater services ,$m,-,-,-,-,-,-,-,-,-,-
Australia,0,Exports,Exports,Use,Sewerage and wastewater services ,$m,31.1351,33.5676,39.0244,40.9756,51.7073,46.8293,34.6341,26.3415,24.3902,34.1463
Australia,0,Taxes (b),Taxes,Use,Sewerage and wastewater services ,$m,-,-,-,-,-,-,-,-,-,-
Australia,0,Subsidies (c),Subsidies,Use,Sewerage and wastewater services ,$m,-,-,-,-,-,-,-,-,-,-
Australia,0,Total,Total,Use,Sewerage and wastewater services ,$m,6566.2273,6827.6829,6815.072,7086.355,7171.3354,7670.7592,7526.9569,7717.1824,7899.8562,8495.1687
Australia,0,"Agriculture, forestry and fishing",A,Use,Total expenditure,$m,652.8949,672.1241,637.5975,619.851,578.2169,550.5112,590.4253,732.7284,646.4096,727.7766
Australia,0,Mining,B,Use,Total expenditure,$m,237.3292,237.4189,230.9187,247.2222,300.3158,316.5085,248.1051,266.8188,239.0785,324.62
Australia,0,Manufacturing,C,Use,Total expenditure,$m,642.6952,726.9445,708.4759,663.7779,598.9555,582.7793,559.6399,594.0618,551.9942,623.0597
Australia,0,"Electricity, gas and waste services",D,Use,Total expenditure,$m,193.8985,143.5906,231.28,181.9172,178.0179,252.432,299.2372,170.2105,210.8697,199.5644
Australia,0,"Water supply, sewerage and drainage services",D,Use,Total expenditure,$m,2003.4657,2004.9019,2095.3123,2151.2532,2418.419,2619.71,2521.255,2537.777,2609.4231,2766.2772
Australia,0,"    Total electricity, gas, water and waste services",D,Use,Total expenditure,$m,2197.3643,2148.4925,2326.5923,2333.1704,2596.4369,2872.142,2820.4922,2707.9875,2820.2927,2965.8417
Australia,0,Other industries,E -S,Use,Total expenditure,$m,1987.4865,2257.5178,2275.782,2686.72,3034.1447,2702.1952,2882.2592,3038.2076,3265.4866,3556.0222
Australia,0,Total Industry,Total industry,Use,Total expenditure,$m,5717.7701,6042.4978,6179.3665,6550.7415,7108.0698,7024.1363,7100.9216,7339.8041,7523.2617,8197.3202
Australia,0,Households,HH,Use,Total expenditure,$m,11228.536,11610.6869,11364.6089,11808.6083,12015.1782,12684.5527,12314.0999,12371.017,12632.1242,13872.2853
Australia,0,Social benefits paid in kind,Social benefits paid in kind,Use,Total expenditure,$m,584.436,557.005,474.9557,415.7461,421.9618,433.3674,545.5845,695.7237,732.452,931.9992
Australia,0,Imports,Imports,Use,Total expenditure,$m,-,-,-,-,-,-,-,-,-,-
Australia,0,Exports,Exports,Use,Total expenditure,$m,64,69,80,84,106,96,71,54,50,70
Australia,0,Taxes (b),Taxes,Use,Total expenditure,$m,-,-,-,-,-,-,-,-,-,-
Australia,0,Subsidies (c),Subsidies,Use,Total expenditure,$m,-,-,-,-,-,-,-,-,-,-
Australia,0,Total,Total,Use,Total expenditure,$m,17594.7421,18279.1898,18098.9311,18859.0959,19651.2098,20238.0564,20031.6059,20460.5448,20937.8379,23071.6047
,,,,,,,,,,,,,,,,
Footnotes,,,,,,,,,,,,,,,,
 - nil or rounded to zero (including null cells),,,,,,,,,,,,,,,,
np not available for publication,,,,,,,,,,,,,,,,
"(a) current prices, i.e. the prices of the period to which the observation relates",,,,,,,,,,,,,,,,
"(b) Taxes less subsidies on products for 2021-22, 2022-23 and 2023-24. ",,,,,,,,,,,,,,,,
"(c) data not available separately for 2021-22, 2022-23 and 2023-24. ",,,,,,,,,,,,,,,,
© Commonwealth of Australia,,,,,,,,,,,,,,,,
