"Figure 14: Mackerel was the most caught fish in UK waters in 2022",""
"Fish species caught, UK, tonnes, 2022",""
"",""
"Notes",""
"Unit","Tonnes"
"",""
"Species","Tonnes"
"Mackerel","303792"
"Herring","297745"
"Other species","194441"
"Blue Whiting","71214"
"Haddock","29324"
"Norway Pout","20495"
"Scallops","19630"
"Crabs","19586"
"Norway Lobster","19501"
"Saithe","17682"
"Whelks","15045"
