"Figure 14: Water abstraction in Scotland increased in 2018, the first time since 2003",""
"Water abstraction for public water supply, Scotland, 2002 to 2018",""
"",""
"Notes",""
"Unit","Million cubic metres"
"",""
"","Million cubic metres"
"2002","912.1"
"2003","915.4"
"2004","912.1"
"2005","894.6"
"2006","880.7"
"2007","870.5"
"2008","824.2"
"2009","790.2"
"2010","764.7"
"2011","737.7"
"2012","704.1"
"2013","682.6"
"2014","674.2"
"2015","668.3"
"2016","666.5"
"2017","661.7"
"2018","690.2"
