pair_id,source_pair,dataset_a,original_a,no_a,indicator_a,definition_a,unit_a,source_a,country_count_a,dataset_b,original_b,no_b,indicator_b,definition_b,unit_b,source_b,country_count_b,indicator_similarity_no_timing,text_similarity_no_timing,coverage_jaccard,coverage_containment,overlap_country_count,unit_match,shared_terms,timing_terms_a,timing_terms_b,review_note
1,imf-unsd,imf,imf_0306,540,"Climate related disasters frequency, Number of People Affected: Landslide",,Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",25,unsd,un_0084,160,Total affected,"Hydrological disasters are defined as a hazard caused by the occurrence, movement, and distribution of surface and subsurface freshwater and saltwater. Such hazards are further classified as: Flood , Landslide and Wave Action. Flood: a general term for the overﬂow of water from a stream channel onto normally dry land in the ﬂoodplain (riverine ﬂooding), higher-than-normal levels along the coast and in lakes or reservoirs (coastal ﬂooding) as well as ponding of water at or near the point where the rain fell (ﬂash ﬂoods). Landslide: any kind of moderate to rapid soil movement incl. lahar, mudslide, debris flow. A landslide is the movement of soil or rock controlled by gravity and the speed of the movement usually ranges between slow and rapid, but not very slow. It can be superficial or deep, but the materials have to make up a mass that is a portion of the slope or the slope itself. The movement has to be downward and outward with a free face. Wave action: either rogue wave or seiche. Rogue wave is defined as an unusual single crest of an ocean wave far out at sea that is much higher and/or steeper than other waves in the prevailing swell system. Seiche is defined as a standing wave of water in a large semi- or fully-enclosed body of water (lakes or bays) created by strong winds and/or a large barometric pressure gradient. Only disasters that fulfil at least one of the below criteria are included in EM-DAT: - 10 or more people deaths. - 100 or more people affected/injured/homeless. - Declaration/international appeal: Declaration by the country of a state of emergency and/or appeal for international assistance. Total deaths is the sum of deaths and missing. Death is defined as number of people who lost their life because the event happened. Missing is the number of people whose whereabouts since the disaster is unknown, and who are presumed dead (official figure when available). Persons affected are the number of Total affected according to the EM-DAT definitions. Total affected is the sum of injured, affected and left homeless after a disaster. Injured is defined as people suffering from physical injuries, trauma or an illness requiring immediate medical assistance as a direct result of a disaster. Homeless is defined as the number of people whose house is destroyed or heavily damaged and therefore need shelter after an event. Affected is defined as people requiring immediate assistance during a period of emergency, i.e. requiring basic survival needs such as food, water, shelter, sanitation and immediate medical assistance. A “0” in EM-DAT does not represent a value and can mean that no information is available.",Number of occurrences and number of people,https://unstats.un.org/unsd/envstats/Questionnaires/2022/Tables/Hydrological disasters.xlsx,144,1.0,0.148,0.174,1.0,25,No,affected; disasters; landslide; people,,period,Cross-source candidate. Use text similarity plus coverage overlap and unit match to decide.
2,imf-unsd,imf,imf_0309,543,"Climate related disasters frequency, Number of People Affected: Wildfire",,Number of,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be.",20,unsd,un_0084,160,Total affected,"Hydrological disasters are defined as a hazard caused by the occurrence, movement, and distribution of surface and subsurface freshwater and saltwater. Such hazards are further classified as: Flood , Landslide and Wave Action. Flood: a general term for the overﬂow of water from a stream channel onto normally dry land in the ﬂoodplain (riverine ﬂooding), higher-than-normal levels along the coast and in lakes or reservoirs (coastal ﬂooding) as well as ponding of water at or near the point where the rain fell (ﬂash ﬂoods). Landslide: any kind of moderate to rapid soil movement incl. lahar, mudslide, debris flow. A landslide is the movement of soil or rock controlled by gravity and the speed of the movement usually ranges between slow and rapid, but not very slow. It can be superficial or deep, but the materials have to make up a mass that is a portion of the slope or the slope itself. The movement has to be downward and outward with a free face. Wave action: either rogue wave or seiche. Rogue wave is defined as an unusual single crest of an ocean wave far out at sea that is much higher and/or steeper than other waves in the prevailing swell system. Seiche is defined as a standing wave of water in a large semi- or fully-enclosed body of water (lakes or bays) created by strong winds and/or a large barometric pressure gradient. Only disasters that fulfil at least one of the below criteria are included in EM-DAT: - 10 or more people deaths. - 100 or more people affected/injured/homeless. - Declaration/international appeal: Declaration by the country of a state of emergency and/or appeal for international assistance. Total deaths is the sum of deaths and missing. Death is defined as number of people who lost their life because the event happened. Missing is the number of people whose whereabouts since the disaster is unknown, and who are presumed dead (official figure when available). Persons affected are the number of Total affected according to the EM-DAT definitions. Total affected is the sum of injured, affected and left homeless after a disaster. Injured is defined as people suffering from physical injuries, trauma or an illness requiring immediate medical assistance as a direct result of a disaster. Homeless is defined as the number of people whose house is destroyed or heavily damaged and therefore need shelter after an event. Affected is defined as people requiring immediate assistance during a period of emergency, i.e. requiring basic survival needs such as food, water, shelter, sanitation and immediate medical assistance. A “0” in EM-DAT does not represent a value and can mean that no information is available.",Number of occurrences and number of people,https://unstats.un.org/unsd/envstats/Questionnaires/2022/Tables/Hydrological disasters.xlsx,144,1.0,0.114,0.139,1.0,20,No,affected; disasters; people,,period,Cross-source candidate. Use text similarity plus coverage overlap and unit match to decide.
3,imf-unsd,imf,imf_0223,457,CO2 emissions in gross fixed capital formation of direct investment in resident operating units (non-SPEs) | Private households with employed persons,"Environment, Climate Change, Cross-Border, Direct Investment-Related, CO2 Emissions in Gross Fixed Capital Formation, Of which: Capital Formation of Direct Investment in Resident Operating Unites (Non-Spes)",Units,"OECD (2022), OECD FDI Statistics Database, https://stats.oecd.org/. Accessed on 2022-03-29; OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-03-29; OECD (2018), OECD Analytical AMNE Database, https://www.oecd.org/sti/ind/analytical-amne-database.htm. Accessed on 2022-03-29; IMF staff calculations.",22,unsd,un_0013,89,CO2 emissions,"Total CO2 emissions: Estimates of total carbon dioxide (CO2) emissions include anthropogenic emissions, less removal by sinks, of carbon dioxide (CO2). The term “total” implies that emissions from all national activities are considered. The typical sectors for which CO2 emissions/removals are estimated are energy, industrial processes, agriculture, waste, and the sector of land use, land-use change and forestry (LULUCF). National reporting to the United Nations Framework Convention on Climate Change that follows the Intergovernmental Panel on Climate Change guidelines is based on national emission inventories and covers all sources of anthropogenic carbon dioxide emissions as well as carbon sinks (such as forests). CO2 emissions/removals by land use, land-use change and forestry are often known with much less certainty than emissions from the other sectors, or emissions/removals estimates for LULUCF may not be available at all. In such cases, “total” emissions can be calculated as the sum of emissions for the sectors of energy, industrial processes, agriculture, and waste. CO2 emissions per capital is calculated by UNSD. The reporting and review requirements for GHG inventories are different for Annex I and non-Annex I Parties. The definition format of data for emissions/removals from the forestry sector is different for Annex I and non-Annex I Parties. For some non-Annex I countries, the GHG emissions data may be incomplete because they include only emissions from a few available sources and therefore do not represent the absolute total emissions of the country. For detailed information on emissions data and their completeness, please check the official submissions of GHG emissions/removals data by countries to the Climate Change Convention. See: https://unfccc.int/process-and-meetings/transparency-and-reporting/reporting-and-review/transparency-data-and-tools/greenhouse-gas-data/information-on-data-sources Data expressed in CO2 equivalent are in accordance with the global warming potential values (GWPs) used by Parties in their submission. Please refer to the “Notes on GHG data” available on the UNFCCC website for additional information. Data displayed on the data interface are ""as received"" from Parties. The publication of Party submissions on this website does not imply the expression of any opinion whatsoever on the part of the UNFCCC or the Secretariat of the United Nations concerning the legal status of any country, territory, city or area or of its authorities, or concerning the delimitation of its frontiers or boundaries as may be referred to in any of the submissions. Data displayed for Australia reflects their GHG Inventory submission on 16 September 2022. The latest data submitted by Australia in 2023, including the common reporting tables (CRTs) and national inventory report (NIR) submission made under the Paris Agreement, are available on the UNFCCC website. Some non-Annex I Parties submitted their GHG inventory data using the format of the 2006 IPCC Guidelines in reporting GHG emissions/removals. For this reason, these data could not be included in the data interface. However, the data are available in the national communications (Albania, Andorra, Angola, Antigua and Barbuda, Armenia, Azerbaijan, Bahrain, Bangladesh, Belize, Bhutan, Bosnia and Herzegovina, Brazil, Brunei Darussalam, Burkina Faso, Cabo Verde, Cambodia, Cook Islands, Costa Rica, Côte d'Ivoire, Colombia, Cuba, Equatorial Guinea, Eswatini, Ethiopia, Fiji, Gabon, Gambia, Georgia, Ghana, Grenada, Guatemala, Honduras, Indonesia, Iran, Jamaica, Jordan, Kuwait, Lebanon, Lesotho, Malaysia, Mauritania, Mauritius, Mexico, Micronesia, Mongolia, Montenegro, Morocco, Namibia, Nepal, Nicaragua, Nigeria, North Macedonia, Panama, Paraguay, Oman, Republic of Moldova, Rwanda, Samoa, Saudi Arabia, Serbia, Sierra Leone, Singapore, Somalia, South Africa, Sri Lanka, Suriname, Tajikistan, Timor-Leste, Trinidad and Tobago, Uganda, United Arab Emirates, Vanuatu, Venezuela, Viet Nam, Zambia and Zimbabwe) and biennial update reports (Afghanistan, Albania, Andorra, Antigua and Barbuda, Argentina, Armenia, Azerbaijan, Bahamas, Belize, Benin, Bhutan, Bosnia and Herzegovina, Burundi, Cambodia, Central African Republic, Chile, Colombia, Costa Rica, Côte d'Ivoire, Democratic Republic of the Congo, Dominican Republic, Egypt, El Salvador, Gabon, Georgia, Ghana, Guatemala, Guinea, Guinea-Bissau, Honduras, India, Indonesia, Jordan, Kyrgyzstan, Laos Peoples Republic, Lesotho, Liberia, Malawi, Malaysia, Mali, Mauritania, Mauritius, Mexico, Micronesia, Mongolia, Montenegro, Morocco, Namibia, Niger, Nigeria, North Macedonia, Oman, Pakistan, Panama, Paraguay, Papua New Guinea, Peru, Republic of Korea, Republic of Moldova, Rwanda, Saint Kitts and Nevis, Saint Lucia, Sao Tome and Principe, Serbia, Singapore, Somalia, South Africa, Suriname, Tajikistan, Thailand, Togo, Trinidad and Tobago, Tunisia, Uruguay, Uganda, Uzbekistan, Viet Nam, and Zambia). … denotes no data available.","mio. tonnes of CO2 equivalent or tonnes of CO2 equivalent or percentage (%), as indicated",https://unstats.un.org/unsd/envstats/Questionnaires/2022/Tables/CO2_Emissions.xlsx,182,1.0,0.054,0.121,1.0,22,No,capital; change; climate; co2; emissions; non; which,,estimates; estimated; data; 2022; latest; 2023; 2006,Cross-source candidate. Use text similarity plus coverage overlap and unit match to decide.
4,imf-unsd,imf,imf_0223,457,CO2 emissions in gross fixed capital formation of direct investment in resident operating units (non-SPEs) | Private households with employed persons,"Environment, Climate Change, Cross-Border, Direct Investment-Related, CO2 Emissions in Gross Fixed Capital Formation, Of which: Capital Formation of Direct Investment in Resident Operating Unites (Non-Spes)",Units,"OECD (2022), OECD FDI Statistics Database, https://stats.oecd.org/. Accessed on 2022-03-29; OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-03-29; OECD (2018), OECD Analytical AMNE Database, https://www.oecd.org/sti/ind/analytical-amne-database.htm. Accessed on 2022-03-29; IMF staff calculations.",22,unsd,un_0014,90,CO2 emissions per capita,"Total CO2 emissions: Estimates of total carbon dioxide (CO2) emissions include anthropogenic emissions, less removal by sinks, of carbon dioxide (CO2). The term “total” implies that emissions from all national activities are considered. The typical sectors for which CO2 emissions/removals are estimated are energy, industrial processes, agriculture, waste, and the sector of land use, land-use change and forestry (LULUCF). National reporting to the United Nations Framework Convention on Climate Change that follows the Intergovernmental Panel on Climate Change guidelines is based on national emission inventories and covers all sources of anthropogenic carbon dioxide emissions as well as carbon sinks (such as forests). CO2 emissions/removals by land use, land-use change and forestry are often known with much less certainty than emissions from the other sectors, or emissions/removals estimates for LULUCF may not be available at all. In such cases, “total” emissions can be calculated as the sum of emissions for the sectors of energy, industrial processes, agriculture, and waste. CO2 emissions per capital is calculated by UNSD. The reporting and review requirements for GHG inventories are different for Annex I and non-Annex I Parties. The definition format of data for emissions/removals from the forestry sector is different for Annex I and non-Annex I Parties. For some non-Annex I countries, the GHG emissions data may be incomplete because they include only emissions from a few available sources and therefore do not represent the absolute total emissions of the country. For detailed information on emissions data and their completeness, please check the official submissions of GHG emissions/removals data by countries to the Climate Change Convention. See: https://unfccc.int/process-and-meetings/transparency-and-reporting/reporting-and-review/transparency-data-and-tools/greenhouse-gas-data/information-on-data-sources Data expressed in CO2 equivalent are in accordance with the global warming potential values (GWPs) used by Parties in their submission. Please refer to the “Notes on GHG data” available on the UNFCCC website for additional information. Data displayed on the data interface are ""as received"" from Parties. The publication of Party submissions on this website does not imply the expression of any opinion whatsoever on the part of the UNFCCC or the Secretariat of the United Nations concerning the legal status of any country, territory, city or area or of its authorities, or concerning the delimitation of its frontiers or boundaries as may be referred to in any of the submissions. Data displayed for Australia reflects their GHG Inventory submission on 16 September 2022. The latest data submitted by Australia in 2023, including the common reporting tables (CRTs) and national inventory report (NIR) submission made under the Paris Agreement, are available on the UNFCCC website. Some non-Annex I Parties submitted their GHG inventory data using the format of the 2006 IPCC Guidelines in reporting GHG emissions/removals. For this reason, these data could not be included in the data interface. However, the data are available in the national communications (Albania, Andorra, Angola, Antigua and Barbuda, Armenia, Azerbaijan, Bahrain, Bangladesh, Belize, Bhutan, Bosnia and Herzegovina, Brazil, Brunei Darussalam, Burkina Faso, Cabo Verde, Cambodia, Cook Islands, Costa Rica, Côte d'Ivoire, Colombia, Cuba, Equatorial Guinea, Eswatini, Ethiopia, Fiji, Gabon, Gambia, Georgia, Ghana, Grenada, Guatemala, Honduras, Indonesia, Iran, Jamaica, Jordan, Kuwait, Lebanon, Lesotho, Malaysia, Mauritania, Mauritius, Mexico, Micronesia, Mongolia, Montenegro, Morocco, Namibia, Nepal, Nicaragua, Nigeria, North Macedonia, Panama, Paraguay, Oman, Republic of Moldova, Rwanda, Samoa, Saudi Arabia, Serbia, Sierra Leone, Singapore, Somalia, South Africa, Sri Lanka, Suriname, Tajikistan, Timor-Leste, Trinidad and Tobago, Uganda, United Arab Emirates, Vanuatu, Venezuela, Viet Nam, Zambia and Zimbabwe) and biennial update reports (Afghanistan, Albania, Andorra, Antigua and Barbuda, Argentina, Armenia, Azerbaijan, Bahamas, Belize, Benin, Bhutan, Bosnia and Herzegovina, Burundi, Cambodia, Central African Republic, Chile, Colombia, Costa Rica, Côte d'Ivoire, Democratic Republic of the Congo, Dominican Republic, Egypt, El Salvador, Gabon, Georgia, Ghana, Guatemala, Guinea, Guinea-Bissau, Honduras, India, Indonesia, Jordan, Kyrgyzstan, Laos Peoples Republic, Lesotho, Liberia, Malawi, Malaysia, Mali, Mauritania, Mauritius, Mexico, Micronesia, Mongolia, Montenegro, Morocco, Namibia, Niger, Nigeria, North Macedonia, Oman, Pakistan, Panama, Paraguay, Papua New Guinea, Peru, Republic of Korea, Republic of Moldova, Rwanda, Saint Kitts and Nevis, Saint Lucia, Sao Tome and Principe, Serbia, Singapore, Somalia, South Africa, Suriname, Tajikistan, Thailand, Togo, Trinidad and Tobago, Tunisia, Uruguay, Uganda, Uzbekistan, Viet Nam, and Zambia). … denotes no data available.","mio. tonnes of CO2 equivalent or tonnes of CO2 equivalent or percentage (%), as indicated",https://unstats.un.org/unsd/envstats/Questionnaires/2022/Tables/CO2_Emissions.xlsx,182,0.667,0.054,0.121,1.0,22,No,capital; change; climate; co2; emissions; non; which,,estimates; estimated; data; 2022; latest; 2023; 2006,Cross-source candidate. Use text similarity plus coverage overlap and unit match to decide.
5,imf-unsd,imf,imf_0205,439,CO2 emissions in gross fixed capital formation of direct investment in resident operating units (non-SPEs) | Fishing and aquaculture,"Environment, Climate Change, Cross-Border, Direct Investment-Related, CO2 Emissions in Gross Fixed Capital Formation, Of which: Capital Formation of Direct Investment in Resident Operating Unites (Non-Spes)",Units,"OECD (2022), OECD FDI Statistics Database, https://stats.oecd.org/. Accessed on 2022-03-29; OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-03-29; OECD (2018), OECD Analytical AMNE Database, https://www.oecd.org/sti/ind/analytical-amne-database.htm. Accessed on 2022-03-29; IMF staff calculations.",21,unsd,un_0013,89,CO2 emissions,"Total CO2 emissions: Estimates of total carbon dioxide (CO2) emissions include anthropogenic emissions, less removal by sinks, of carbon dioxide (CO2). The term “total” implies that emissions from all national activities are considered. The typical sectors for which CO2 emissions/removals are estimated are energy, industrial processes, agriculture, waste, and the sector of land use, land-use change and forestry (LULUCF). National reporting to the United Nations Framework Convention on Climate Change that follows the Intergovernmental Panel on Climate Change guidelines is based on national emission inventories and covers all sources of anthropogenic carbon dioxide emissions as well as carbon sinks (such as forests). CO2 emissions/removals by land use, land-use change and forestry are often known with much less certainty than emissions from the other sectors, or emissions/removals estimates for LULUCF may not be available at all. In such cases, “total” emissions can be calculated as the sum of emissions for the sectors of energy, industrial processes, agriculture, and waste. CO2 emissions per capital is calculated by UNSD. The reporting and review requirements for GHG inventories are different for Annex I and non-Annex I Parties. The definition format of data for emissions/removals from the forestry sector is different for Annex I and non-Annex I Parties. For some non-Annex I countries, the GHG emissions data may be incomplete because they include only emissions from a few available sources and therefore do not represent the absolute total emissions of the country. For detailed information on emissions data and their completeness, please check the official submissions of GHG emissions/removals data by countries to the Climate Change Convention. See: https://unfccc.int/process-and-meetings/transparency-and-reporting/reporting-and-review/transparency-data-and-tools/greenhouse-gas-data/information-on-data-sources Data expressed in CO2 equivalent are in accordance with the global warming potential values (GWPs) used by Parties in their submission. Please refer to the “Notes on GHG data” available on the UNFCCC website for additional information. Data displayed on the data interface are ""as received"" from Parties. The publication of Party submissions on this website does not imply the expression of any opinion whatsoever on the part of the UNFCCC or the Secretariat of the United Nations concerning the legal status of any country, territory, city or area or of its authorities, or concerning the delimitation of its frontiers or boundaries as may be referred to in any of the submissions. Data displayed for Australia reflects their GHG Inventory submission on 16 September 2022. The latest data submitted by Australia in 2023, including the common reporting tables (CRTs) and national inventory report (NIR) submission made under the Paris Agreement, are available on the UNFCCC website. Some non-Annex I Parties submitted their GHG inventory data using the format of the 2006 IPCC Guidelines in reporting GHG emissions/removals. For this reason, these data could not be included in the data interface. However, the data are available in the national communications (Albania, Andorra, Angola, Antigua and Barbuda, Armenia, Azerbaijan, Bahrain, Bangladesh, Belize, Bhutan, Bosnia and Herzegovina, Brazil, Brunei Darussalam, Burkina Faso, Cabo Verde, Cambodia, Cook Islands, Costa Rica, Côte d'Ivoire, Colombia, Cuba, Equatorial Guinea, Eswatini, Ethiopia, Fiji, Gabon, Gambia, Georgia, Ghana, Grenada, Guatemala, Honduras, Indonesia, Iran, Jamaica, Jordan, Kuwait, Lebanon, Lesotho, Malaysia, Mauritania, Mauritius, Mexico, Micronesia, Mongolia, Montenegro, Morocco, Namibia, Nepal, Nicaragua, Nigeria, North Macedonia, Panama, Paraguay, Oman, Republic of Moldova, Rwanda, Samoa, Saudi Arabia, Serbia, Sierra Leone, Singapore, Somalia, South Africa, Sri Lanka, Suriname, Tajikistan, Timor-Leste, Trinidad and Tobago, Uganda, United Arab Emirates, Vanuatu, Venezuela, Viet Nam, Zambia and Zimbabwe) and biennial update reports (Afghanistan, Albania, Andorra, Antigua and Barbuda, Argentina, Armenia, Azerbaijan, Bahamas, Belize, Benin, Bhutan, Bosnia and Herzegovina, Burundi, Cambodia, Central African Republic, Chile, Colombia, Costa Rica, Côte d'Ivoire, Democratic Republic of the Congo, Dominican Republic, Egypt, El Salvador, Gabon, Georgia, Ghana, Guatemala, Guinea, Guinea-Bissau, Honduras, India, Indonesia, Jordan, Kyrgyzstan, Laos Peoples Republic, Lesotho, Liberia, Malawi, Malaysia, Mali, Mauritania, Mauritius, Mexico, Micronesia, Mongolia, Montenegro, Morocco, Namibia, Niger, Nigeria, North Macedonia, Oman, Pakistan, Panama, Paraguay, Papua New Guinea, Peru, Republic of Korea, Republic of Moldova, Rwanda, Saint Kitts and Nevis, Saint Lucia, Sao Tome and Principe, Serbia, Singapore, Somalia, South Africa, Suriname, Tajikistan, Thailand, Togo, Trinidad and Tobago, Tunisia, Uruguay, Uganda, Uzbekistan, Viet Nam, and Zambia). … denotes no data available.","mio. tonnes of CO2 equivalent or tonnes of CO2 equivalent or percentage (%), as indicated",https://unstats.un.org/unsd/envstats/Questionnaires/2022/Tables/CO2_Emissions.xlsx,182,1.0,0.057,0.115,1.0,21,No,capital; change; climate; co2; emissions; non; which,,estimates; estimated; data; 2022; latest; 2023; 2006,Cross-source candidate. Use text similarity plus coverage overlap and unit match to decide.
6,imf-unsd,imf,imf_0213,447,CO2 emissions in gross fixed capital formation of direct investment in resident operating units (non-SPEs) | Mining support service activities,"Environment, Climate Change, Cross-Border, Direct Investment-Related, CO2 Emissions in Gross Fixed Capital Formation, Of which: Capital Formation of Direct Investment in Resident Operating Unites (Non-Spes)",Units,"OECD (2022), OECD FDI Statistics Database, https://stats.oecd.org/. Accessed on 2022-03-29; OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-03-29; OECD (2018), OECD Analytical AMNE Database, https://www.oecd.org/sti/ind/analytical-amne-database.htm. Accessed on 2022-03-29; IMF staff calculations.",21,unsd,un_0013,89,CO2 emissions,"Total CO2 emissions: Estimates of total carbon dioxide (CO2) emissions include anthropogenic emissions, less removal by sinks, of carbon dioxide (CO2). The term “total” implies that emissions from all national activities are considered. The typical sectors for which CO2 emissions/removals are estimated are energy, industrial processes, agriculture, waste, and the sector of land use, land-use change and forestry (LULUCF). National reporting to the United Nations Framework Convention on Climate Change that follows the Intergovernmental Panel on Climate Change guidelines is based on national emission inventories and covers all sources of anthropogenic carbon dioxide emissions as well as carbon sinks (such as forests). CO2 emissions/removals by land use, land-use change and forestry are often known with much less certainty than emissions from the other sectors, or emissions/removals estimates for LULUCF may not be available at all. In such cases, “total” emissions can be calculated as the sum of emissions for the sectors of energy, industrial processes, agriculture, and waste. CO2 emissions per capital is calculated by UNSD. The reporting and review requirements for GHG inventories are different for Annex I and non-Annex I Parties. The definition format of data for emissions/removals from the forestry sector is different for Annex I and non-Annex I Parties. For some non-Annex I countries, the GHG emissions data may be incomplete because they include only emissions from a few available sources and therefore do not represent the absolute total emissions of the country. For detailed information on emissions data and their completeness, please check the official submissions of GHG emissions/removals data by countries to the Climate Change Convention. See: https://unfccc.int/process-and-meetings/transparency-and-reporting/reporting-and-review/transparency-data-and-tools/greenhouse-gas-data/information-on-data-sources Data expressed in CO2 equivalent are in accordance with the global warming potential values (GWPs) used by Parties in their submission. Please refer to the “Notes on GHG data” available on the UNFCCC website for additional information. Data displayed on the data interface are ""as received"" from Parties. The publication of Party submissions on this website does not imply the expression of any opinion whatsoever on the part of the UNFCCC or the Secretariat of the United Nations concerning the legal status of any country, territory, city or area or of its authorities, or concerning the delimitation of its frontiers or boundaries as may be referred to in any of the submissions. Data displayed for Australia reflects their GHG Inventory submission on 16 September 2022. The latest data submitted by Australia in 2023, including the common reporting tables (CRTs) and national inventory report (NIR) submission made under the Paris Agreement, are available on the UNFCCC website. Some non-Annex I Parties submitted their GHG inventory data using the format of the 2006 IPCC Guidelines in reporting GHG emissions/removals. For this reason, these data could not be included in the data interface. However, the data are available in the national communications (Albania, Andorra, Angola, Antigua and Barbuda, Armenia, Azerbaijan, Bahrain, Bangladesh, Belize, Bhutan, Bosnia and Herzegovina, Brazil, Brunei Darussalam, Burkina Faso, Cabo Verde, Cambodia, Cook Islands, Costa Rica, Côte d'Ivoire, Colombia, Cuba, Equatorial Guinea, Eswatini, Ethiopia, Fiji, Gabon, Gambia, Georgia, Ghana, Grenada, Guatemala, Honduras, Indonesia, Iran, Jamaica, Jordan, Kuwait, Lebanon, Lesotho, Malaysia, Mauritania, Mauritius, Mexico, Micronesia, Mongolia, Montenegro, Morocco, Namibia, Nepal, Nicaragua, Nigeria, North Macedonia, Panama, Paraguay, Oman, Republic of Moldova, Rwanda, Samoa, Saudi Arabia, Serbia, Sierra Leone, Singapore, Somalia, South Africa, Sri Lanka, Suriname, Tajikistan, Timor-Leste, Trinidad and Tobago, Uganda, United Arab Emirates, Vanuatu, Venezuela, Viet Nam, Zambia and Zimbabwe) and biennial update reports (Afghanistan, Albania, Andorra, Antigua and Barbuda, Argentina, Armenia, Azerbaijan, Bahamas, Belize, Benin, Bhutan, Bosnia and Herzegovina, Burundi, Cambodia, Central African Republic, Chile, Colombia, Costa Rica, Côte d'Ivoire, Democratic Republic of the Congo, Dominican Republic, Egypt, El Salvador, Gabon, Georgia, Ghana, Guatemala, Guinea, Guinea-Bissau, Honduras, India, Indonesia, Jordan, Kyrgyzstan, Laos Peoples Republic, Lesotho, Liberia, Malawi, Malaysia, Mali, Mauritania, Mauritius, Mexico, Micronesia, Mongolia, Montenegro, Morocco, Namibia, Niger, Nigeria, North Macedonia, Oman, Pakistan, Panama, Paraguay, Papua New Guinea, Peru, Republic of Korea, Republic of Moldova, Rwanda, Saint Kitts and Nevis, Saint Lucia, Sao Tome and Principe, Serbia, Singapore, Somalia, South Africa, Suriname, Tajikistan, Thailand, Togo, Trinidad and Tobago, Tunisia, Uruguay, Uganda, Uzbekistan, Viet Nam, and Zambia). … denotes no data available.","mio. tonnes of CO2 equivalent or tonnes of CO2 equivalent or percentage (%), as indicated",https://unstats.un.org/unsd/envstats/Questionnaires/2022/Tables/CO2_Emissions.xlsx,182,1.0,0.057,0.115,1.0,21,No,activities; capital; change; climate; co2; emissions; non; which,,estimates; estimated; data; 2022; latest; 2023; 2006,Cross-source candidate. Use text similarity plus coverage overlap and unit match to decide.
