"Figure 22: Visits to UK woodlands have increased by 39% since 2009  ",""
"Number of visits and hours spent in woodlands, UK, 2009 to 2017",""
"",""
"Notes",""
"Unit","Million"
"",""
"Year","Visits (million)","Time spent at the habitat (million hours)"
"2009","341.7","411.3"
"2010","355.7","387.9"
"2011","370.9","414.1"
"2012","369.6","491.7"
"2013","399.3","496.0"
"2014","435.5","564.1"
"2015","448.2","543.7"
"2016","465.9","655.3"
"2017","475.2","718.0"
